registro_id,grupo_asignado,fecha_asignacion
EXP075-001643,A,2025-07-25
EXP075-001644,B,2025-07-25
EXP075-001645,B,2025-07-26
EXP075-001646,B,2025-07-26
EXP075-001647,A,2025-07-26
EXP075-001648,B,2025-07-27
EXP075-001649,B,2025-07-27
EXP075-001650,A,2025-07-28
EXP075-001651,B,2025-07-28
EXP075-001652,A,2025-07-28
EXP075-001653,B,2025-07-29
EXP075-001654,B,2025-07-29
EXP075-001655,B,2025-07-29
EXP075-001656,B,2025-07-30
EXP075-001657,A,2025-07-30
EXP075-001658,B,2025-07-30
EXP075-001659,A,2025-07-31
EXP075-001660,A,2025-07-31
EXP075-001661,B,2025-07-31
EXP075-001662,A,2025-08-01
EXP075-001663,B,2025-08-01
EXP075-001664,A,2025-08-01
EXP075-001665,A,2025-08-02
EXP075-001666,B,2025-08-02
EXP075-001667,B,2025-08-02
EXP075-001668,A,2025-08-03
EXP075-001669,B,2025-08-03
EXP075-001670,B,2025-08-03
EXP075-001671,A,2025-08-04
EXP075-001672,B,2025-08-04
EXP075-001673,A,2025-08-05
EXP075-001674,A,2025-08-05
EXP075-001675,B,2025-08-05
EXP075-001676,A,2025-08-06
EXP075-001677,A,2025-08-06
EXP075-001678,A,2025-08-06
EXP075-001679,B,2025-08-07
EXP075-001680,A,2025-08-07
EXP075-001681,B,2025-08-07
EXP075-001682,B,2025-08-08
EXP075-001683,A,2025-08-08
EXP075-001684,A,2025-08-08
EXP075-001685,B,2025-08-09
EXP075-001686,A,2025-08-09
EXP075-001687,A,2025-08-09
EXP075-001688,A,2025-08-10
EXP075-001689,B,2025-08-10
EXP075-001690,A,2025-08-10
EXP075-001691,A,2025-08-11
EXP075-001692,A,2025-08-11
EXP075-001693,B,2025-08-11
EXP075-001694,A,2025-08-12
EXP075-001695,B,2025-08-12
EXP075-001696,A,2025-08-13
EXP075-001697,A,2025-08-13
EXP075-001698,B,2025-08-13
EXP075-001699,B,2025-08-14
EXP075-001700,B,2025-08-14
EXP075-001701,B,2025-08-14
EXP075-001702,A,2025-08-15
EXP075-001703,A,2025-08-15
EXP075-001704,B,2025-08-15
EXP075-001705,A,2025-08-16
EXP075-001706,A,2025-08-16
EXP075-001707,A,2025-08-16
EXP075-001708,B,2025-08-17
EXP075-001709,B,2025-08-17
EXP075-001710,A,2025-08-17
EXP075-001711,B,2025-08-18
EXP075-001712,A,2025-08-18
EXP075-001713,B,2025-08-18
EXP075-001714,B,2025-08-19
EXP075-001715,A,2025-08-19
EXP075-001716,A,2025-08-19
EXP075-001717,B,2025-08-20
EXP075-001718,A,2025-08-20
EXP075-001719,B,2025-08-21
EXP075-001720,A,2025-08-21
EXP075-001721,A,2025-08-21
EXP075-001722,B,2025-08-22
EXP075-001723,A,2025-08-22
EXP075-001724,B,2025-08-22
EXP075-001725,A,2025-08-23
EXP075-001726,B,2025-08-23
EXP075-001727,B,2025-08-23
EXP075-001728,B,2025-08-24
EXP075-001729,B,2025-08-24
EXP075-001730,B,2025-08-24
EXP075-001731,A,2025-08-25
EXP075-001732,B,2025-08-25
EXP075-001733,A,2025-08-25
EXP075-001734,B,2025-08-26
EXP075-001735,A,2025-08-26
EXP075-001736,B,2025-08-26
EXP075-001737,B,2025-08-27
EXP075-001738,A,2025-08-27
EXP075-001739,A,2025-08-27
EXP075-001740,B,2025-08-28
EXP075-001741,B,2025-08-28
EXP075-001742,A,2025-08-29
EXP075-001743,A,2025-08-29
EXP075-001744,B,2025-08-29
EXP075-001745,B,2025-08-30
EXP075-001746,B,2025-08-30
EXP075-001747,A,2025-08-30
EXP075-001748,A,2025-08-31
EXP075-001749,B,2025-08-31
EXP075-001750,B,2025-08-31
EXP075-001751,B,2025-09-01
EXP075-001752,A,2025-09-01
EXP075-001753,A,2025-09-01
EXP075-001754,B,2025-09-02
EXP075-001755,A,2025-09-02
EXP075-001756,B,2025-09-02
EXP075-001757,B,2025-09-03
EXP075-001758,A,2025-09-03
EXP075-001759,B,2025-09-03
EXP075-001760,A,2025-09-04
EXP075-001761,A,2025-09-04
EXP075-001762,A,2025-09-04
EXP075-001763,A,2025-09-05
EXP075-001764,A,2025-09-05
EXP075-001765,A,2025-09-06
EXP075-001766,A,2025-09-06
EXP075-001767,B,2025-09-06
EXP075-001768,A,2025-09-07
EXP075-001769,B,2025-09-07
EXP075-001770,A,2025-09-07
EXP075-001771,A,2025-09-08
EXP075-001772,B,2025-09-08
EXP075-001773,B,2025-09-08
EXP075-001774,A,2025-09-09
EXP075-001775,A,2025-09-09
EXP075-001776,A,2025-09-09
EXP075-001777,B,2025-09-10
EXP075-001778,B,2025-09-10
EXP075-001779,B,2025-09-10
EXP075-001780,B,2025-09-11
EXP075-001781,B,2025-09-11
EXP075-001782,A,2025-09-11
EXP075-001783,B,2025-09-12
EXP075-001784,A,2025-09-12
EXP075-001785,A,2025-09-13
EXP075-001786,A,2025-09-13
EXP075-001787,A,2025-09-13
EXP075-001788,B,2025-09-14
EXP075-001789,A,2025-09-14
EXP075-001790,A,2025-09-14
EXP075-001791,A,2025-09-15
EXP075-001792,A,2025-09-15
EXP075-001793,B,2025-09-15
EXP075-001794,A,2025-09-16
EXP075-001795,B,2025-09-16
EXP075-001796,B,2025-09-16
EXP075-001797,B,2025-09-17
EXP075-001798,A,2025-09-17
EXP075-001799,A,2025-09-17
EXP075-001800,A,2025-09-18
EXP075-001801,B,2025-09-18
EXP075-001802,B,2025-09-18
EXP075-001803,B,2025-09-19
EXP075-001804,A,2025-09-19
EXP075-001805,B,2025-09-19
EXP075-001806,A,2025-09-20
EXP075-001807,A,2025-09-20
EXP075-001808,A,2025-09-21
EXP075-001809,B,2025-09-21
EXP075-001810,B,2025-09-21
EXP075-001811,A,2025-09-22
EXP075-001812,A,2025-09-22
EXP075-001813,A,2025-09-22
EXP075-001814,B,2025-09-23
EXP075-001815,A,2025-09-23
EXP075-001816,A,2025-09-23
EXP075-001817,A,2025-09-24
EXP075-001818,A,2025-09-24
EXP075-001819,B,2025-09-24
EXP075-001820,B,2025-09-25
EXP075-001821,B,2025-09-25
EXP075-001822,B,2025-09-25
EXP075-001823,B,2025-09-26
EXP075-001824,B,2025-09-26
EXP075-001825,A,2025-09-26
EXP075-001826,B,2025-09-27
EXP075-001827,B,2025-09-27
EXP075-001828,B,2025-09-27
EXP075-001829,A,2025-09-28
EXP075-001830,B,2025-09-28
EXP075-001831,B,2025-09-29
EXP075-001832,A,2025-09-29
EXP075-001833,B,2025-09-29
EXP075-001834,A,2025-09-30
EXP075-001835,A,2025-09-30
EXP075-001836,A,2025-09-30
EXP075-001837,B,2025-10-01
EXP075-001838,A,2025-10-01
EXP075-001839,B,2025-10-01
EXP075-001840,B,2025-10-02
EXP075-001841,B,2025-10-02
EXP075-001842,B,2025-10-02
EXP075-001843,B,2025-10-03
EXP075-001844,A,2025-10-03
EXP075-001845,A,2025-10-03
EXP075-001846,A,2025-10-04
EXP075-001847,B,2025-10-04
EXP075-001848,B,2025-10-04
EXP075-001849,B,2025-10-05
EXP075-001850,B,2025-10-05
EXP075-001851,A,2025-10-05
EXP075-001852,A,2025-10-06
EXP075-001853,B,2025-10-06
EXP075-001854,B,2025-10-07
EXP075-001855,A,2025-10-07
EXP075-001856,B,2025-10-07
EXP075-001857,B,2025-10-08
EXP075-001858,A,2025-10-08
EXP075-001859,A,2025-10-08
EXP075-001860,B,2025-10-09
EXP075-001861,B,2025-10-09
EXP075-001862,A,2025-10-09
EXP075-001863,B,2025-10-10
EXP075-001864,B,2025-10-10
EXP075-001865,B,2025-10-10
EXP075-001866,A,2025-10-11
EXP075-001867,B,2025-10-11
EXP075-001868,B,2025-10-11
EXP075-001869,B,2025-10-12
EXP075-001870,A,2025-10-12
EXP075-001871,B,2025-10-12
EXP075-001872,B,2025-10-13
EXP075-001873,A,2025-10-13
EXP075-001874,A,2025-10-13
EXP075-001875,A,2025-10-14
EXP075-001876,A,2025-10-14
EXP075-001877,B,2025-10-15
EXP075-001878,A,2025-10-15
EXP075-001879,B,2025-10-15
EXP075-001880,A,2025-10-16
EXP075-001881,A,2025-10-16
EXP075-001882,A,2025-10-16
EXP075-001883,A,2025-10-17
EXP075-001884,B,2025-10-17
EXP075-001885,B,2025-10-17
EXP075-001886,A,2025-10-18
EXP075-001887,B,2025-10-18
EXP075-001888,A,2025-10-18
EXP075-001889,A,2025-10-19
EXP075-001890,A,2025-10-19
EXP075-001891,A,2025-10-19
EXP075-001892,A,2025-10-20
EXP075-001893,A,2025-10-20
EXP075-001894,A,2025-10-20
EXP075-001895,B,2025-10-21
EXP075-001896,A,2025-10-21
EXP075-001897,B,2025-10-21
EXP075-001898,A,2025-10-22
EXP075-001899,A,2025-10-22
EXP075-001900,B,2025-10-23
EXP075-001901,A,2025-10-23
EXP075-001902,B,2025-10-23
EXP075-001903,A,2025-10-24
EXP075-001904,B,2025-10-24
EXP075-001905,B,2025-10-24
EXP075-001906,B,2025-10-25
EXP075-001907,A,2025-10-25
EXP075-001908,A,2025-10-25
EXP075-001909,A,2025-10-26
EXP075-001910,B,2025-10-26
EXP075-001911,A,2025-10-26
EXP075-001912,B,2025-10-27
EXP075-001913,A,2025-10-27
EXP075-001914,B,2025-10-27
EXP075-001915,A,2025-10-28
EXP075-001916,B,2025-10-28
EXP075-001917,A,2025-10-28
EXP075-001918,A,2025-10-29
EXP075-001919,A,2025-10-29
EXP075-001920,B,2025-10-29
EXP075-001921,B,2025-10-30
EXP075-001922,B,2025-10-30
EXP075-001923,B,2025-10-31
EXP075-001924,A,2025-10-31
EXP075-001925,A,2025-10-31
EXP075-001926,B,2025-11-01
EXP075-001927,A,2025-11-01
EXP075-001928,A,2025-11-01
EXP075-001929,A,2025-11-02
EXP075-001930,A,2025-11-02
EXP075-001931,B,2025-11-02
EXP075-001932,B,2025-11-03
EXP075-001933,A,2025-11-03
EXP075-001934,A,2025-11-03
EXP075-001935,B,2025-11-04
EXP075-001936,A,2025-11-04
EXP075-001937,B,2025-11-04
EXP075-001938,B,2025-11-05
EXP075-001939,A,2025-11-05
EXP075-001940,A,2025-11-05
EXP075-001941,A,2025-11-06
EXP075-001942,A,2025-11-06
EXP075-001943,B,2025-11-07
EXP075-001944,B,2025-11-07
EXP075-001945,A,2025-11-07
EXP075-001946,B,2024-02-30
EXP075-001947,B,2025-11-08
EXP075-001948,B,2025-11-08
EXP075-001949,B,2025-11-09
EXP075-001950,A,2025-11-09
EXP075-001951,A,2025-11-09
EXP075-001952,B,2025-11-10
EXP075-001953,A,2025-11-10
EXP075-001954,A,2025-11-10
EXP075-001955,B,2025-11-11
EXP075-001956,B,2025-11-11
EXP075-001957,A,2025-11-11
EXP075-001958,B,2025-11-12
EXP075-001959,B,2025-11-12
EXP075-001960,B,2025-11-12
EXP075-001961,A,2025-11-13
EXP075-001962,A,2025-11-13
EXP075-001963,B,2025-11-13
EXP075-001964,A,2025-11-14
EXP075-001965,A,2025-11-14
EXP075-001966,A,2025-11-15
EXP075-001967,B,2025-11-15
EXP075-001968,B,2025-11-15
EXP075-001969,B,2025-11-16
EXP075-001970,B,2025-11-16
EXP075-001971,A,2025-11-16
EXP075-001972,A,2025-11-17
EXP075-001973,A,2025-11-17
EXP075-001974,A,2025-11-17
EXP075-001975,B,2025-11-18
EXP075-001976,A,2025-11-18
EXP075-001977,A,2025-11-18
EXP075-001978,A,2025-11-19
EXP075-001979,B,2025-11-19
EXP075-001980,B,2025-11-19
EXP075-001981,A,2025-11-20
EXP075-001982,B,2025-11-20
EXP075-001983,A,2025-11-20
EXP075-001984,A,2025-11-21
EXP075-001985,B,2025-11-21
EXP075-001986,A,2025-11-21
EXP075-001987,A,2025-11-22
EXP075-001988,B,2025-11-22
EXP075-001989,B,2025-11-23
EXP075-001990,B,2025-11-23
EXP075-001991,A,2025-11-23
EXP075-001992,A,2025-11-24
EXP075-001993,B,2025-11-24
EXP075-001994,A,2025-11-24
EXP075-001995,A,2025-11-25
EXP075-001996,A,2025-11-25
EXP075-001997,A,2025-11-25
EXP075-001998,A,2025-11-26
EXP075-001999,A,2025-11-26
EXP075-002000,B,2025-11-26
EXP075-002001,A,2025-11-27
EXP075-002002,A,2025-11-27
EXP075-002003,B,2025-11-27
EXP075-002004,B,2025-11-28
EXP075-002005,A,2025-11-28
EXP075-002006,B,2025-11-28
EXP075-002007,A,2025-11-29
EXP075-002008,B,2025-11-29
EXP075-002009,A,2025-11-29
EXP075-002010,B,2025-11-30
EXP075-002011,A,2025-11-30
EXP075-002012,B,2025-12-01
EXP075-002013,B,2025-12-01
EXP075-002014,B,2025-12-01
EXP075-002015,B,2025-12-02
EXP075-002016,B,2025-12-02
EXP075-002017,B,2025-12-02
EXP075-002018,B,2025-12-03
EXP075-002019,A,2025-12-03
EXP075-002020,B,2025-12-03
EXP075-002021,A,2025-12-04
EXP075-002022,A,2025-12-04
EXP075-002023,B,2025-12-04
EXP075-002024,A,2025-12-05
EXP075-002025,A,2025-12-05
EXP075-002026,B,2025-12-05
EXP075-002027,A,2025-12-06
EXP075-002028,A,2025-12-06
EXP075-002029,A,2025-12-06
EXP075-002030,A,2025-12-07
EXP075-002031,B,2025-12-07
EXP075-002032,A,2025-12-07
EXP075-002033,B,2025-12-08
EXP075-002034,A,2025-12-08
EXP075-002035,B,2025-12-09
EXP075-002036,B,2025-12-09
EXP075-002037,A,2025-12-09
EXP075-002038,A,2025-12-10
EXP075-002039,B,2025-12-10
EXP075-002040,A,2025-12-10
EXP075-002041,A,2025-12-11
EXP075-002042,A,2025-12-11
EXP075-002043,B,2025-12-11
EXP075-002044,B,2025-12-12
EXP075-002045,B,2025-12-12
EXP075-002046,A,2025-12-12
EXP075-002047,B,2025-12-13
EXP075-002048,B,2025-12-13
EXP075-002049,B,2025-12-13
EXP075-002050,A,2025-12-14
EXP075-002051,B,2025-12-14
EXP075-002052,A,2025-12-14
EXP075-002053,B,2025-12-15
EXP075-002054,B,2025-12-15
EXP075-002055,A,2025-12-15
EXP075-002056,B,2025-12-16
EXP075-002057,A,2025-12-16
EXP075-002058,A,2025-12-17
EXP075-002059,B,2025-12-17
EXP075-002060,A,2025-12-17
EXP075-002061,B,2025-12-18
EXP075-002062,B,2025-12-18
EXP075-002063,B,2025-12-18
EXP075-002064,A,2025-12-19
EXP075-002065,A,2025-12-19
EXP075-002066,A,2025-12-19
EXP075-002067,B,2025-12-20
EXP075-002068,B,2025-12-20
EXP075-002069,B,2025-12-20
EXP075-002070,B,2025-12-21
EXP075-002071,B,2025-12-21
EXP075-002072,A,2025-12-21
EXP075-002073,B,2025-12-22
EXP075-002074,A,2025-12-22
EXP075-002075,B,2025-12-22
EXP075-002076,A,2025-12-23
EXP075-002077,B,2025-12-23
EXP075-002078,B,2025-12-23
EXP075-002079,B,2025-12-24
EXP075-002080,A,2025-12-24
EXP075-002081,B,2025-12-25
EXP075-002082,B,2025-12-25
EXP075-002083,A,2025-12-25
EXP075-002084,A,2025-12-26
EXP075-002085,A,2025-12-26
EXP075-002086,A,2025-12-26
EXP075-002087,A,2025-12-27
EXP075-002088,A,2025-12-27
EXP075-002089,B,2025-12-27
EXP075-002090,A,2025-12-28
EXP075-002091,B,2025-12-28
EXP075-002092,A,2025-12-28
EXP075-002093,A,2025-12-29
EXP075-002094,B,2025-12-29
EXP075-002095,A,2025-12-29
EXP075-002096,A,2025-12-30
EXP075-002097,B,2025-12-30
EXP075-002098,A,2025-12-30
EXP075-002099,A,2025-12-31
EXP075-002100,B,2025-12-31
