registro_id,fecha,edificio,temperatura_c,ocupacion,kwh,superficie_m2,tarifa
ENE086-000821,2024-09-30,B2,8.6,66,454.37,1200,0.62
ENE086-000822,2024-09-30,B3,10.4,112,587.61,1800,0.62
ENE086-000823,2024-10-01,B1,9.9,63,251.66,600,0.62
ENE086-000824,2024-10-01,B2,11.4,86,383.69,1200,0.62
ENE086-000825,2024-10-01,B3,9.4,100,630.77,1800,0.62
ENE086-000826,2024-10-02,B1,11.2,54,224.32,600,0.62
ENE086-000827,2024-10-02,B2,12.1,78,331.14,1200,0.62
ENE086-000828,2024-10-02,B3,10.2,95,569.65,1800,0.62
ENE086-000829,2024-10-03,B1,11.0,32,172.99,600,0.62
ENE086-000830,2024-10-03,B2,7.2,74,544.59,1200,0.62
ENE086-000831,2024-10-03,B3,7.1,87,,1800,0.62
ENE086-000832,2024-10-04,B1,9.1,22,209.17,600,0.62
ENE086-000833,2024-10-04,B2,11.8,55,299.88,1200,0.62
ENE086-000834,2024-10-04,B3,8.6,103,698.48,1800,0.62
ENE086-000835,2024-10-05,B1,9.6,10,164.54,600,0.62
ENE086-000836,2024-10-05,B2,9.5,11,340.25,1200,0.62
ENE086-000837,2024-10-05,B3,8.7,20,561.46,1800,0.62
ENE086-000838,2024-10-06,B1,9.9,9,156.85,600,0.62
ENE086-000839,2024-10-06,B2,9.8,9,307.94,1200,0.62
ENE086-000840,2024-10-06,B3,7.9,16,615.69,1800,0.62
ENE086-000841,2024-10-07,B1,12.4,47,176.88,600,0.62
ENE086-000842,2024-10-07,B2,10.0,77,426.82,1200,0.62
ENE086-000843,2024-10-07,B3,9.4,102,626.94,1800,0.62
ENE086-000844,2024-10-08,B1,7.1,35,277.22,600,0.62
ENE086-000845,2024-10-08,B2,6.9,41,"504,37",1200,0.62
ENE086-000846,2024-10-08,B3,11.8,96,484.07,1800,0.62
ENE086-000847,2024-10-09,B1,9.7,59,237.45,600,0.62
ENE086-000848,2024-10-09,B2,9.8,65,411.72,1200,0.62
ENE086-000849,2024-10-09,B3,8.5,102,708.17,1800,0.62
ENE086-000850,2024-10-10,B1,12.0,37,168.27,600,0.62
ENE086-000851,2024-10-10,B2,11.8,81,348.86,1200,0.62
ENE086-000852,2024-10-10,B3,10.5,103,557.74,1800,0.62
ENE086-000853,2024-10-11,B1,12.0,45,177.54,600,0.62
ENE086-000854,2024-10-11,B2,9.9,75,409.57,1200,0.62
ENE086-000855,2024-10-11,B3,11.7,102,491.52,1800,0.62
ENE086-000856,2024-10-12,B1,9.3,10,190.02,600,0.62
ENE086-000857,2024-10-12,B2,6.5,17,516.67,1200,0.62
ENE086-000858,2024-10-12,B3,9.1,18,523.08,1800,0.62
ENE086-000859,2024-10-13,B1,9.4,10,174.24,600,0.62
ENE086-000860,2024-10-13,B2,10.6,17,294.59,1200,0.62
ENE086-000861,2024-10-13,B3,9.2,20,531.25,1800,0.62
ENE086-000862,2024-10-14,B1,8.6,38,225.72,600,0.62
ENE086-000863,2024-10-14,B2,8.6,91,501.78,1200,0.62
ENE086-000864,2024-10-14,B3,9.3,98,632.84,1800,0.62
ENE086-000865,2024-10-15,B1,8.8,25,205.66,600,0.62
ENE086-000867,2024-10-15,B3,7.4,117,798.81,1800,0.62
ENE086-000868,2024-10-16,B1,11.9,45,183.75,600,0.62
ENE086-000869,2024-10-16,B2,10.3,55,366.34,1200,0.62
ENE086-000870,2024-10-16,B3,9.9,89,585.2,1800,0.62
ENE086-000871,2024-10-17,B1,11.6,72,211.08,600,0.62
ENE086-000872,2024-10-17,B2,8.1,89,529.25,1200,0.62
ENE086-000873,2024-10-17,B3,10.9,105,537.55,1800,0.62
ENE086-000874,2024-10-18,B1,10.9,23,158.33,600,0.62
ENE086-000875,2024-10-18,B2,10.9,63,347.99,1200,0.62
ENE086-000876,2024-10-18,B3,7.5,102,773.74,1800,0.62
ENE086-000877,2024-10-19,B1,11.4,10,135.47,600,0.62
ENE086-000878,2024-10-19,B2,9.9,11,314.56,1200,0.62
ENE086-000879,2024-10-19,B3,8.7,17,561.37,1800,0.62
ENE086-000880,2024-10-20,B1,9.1,7,174.45,600,0.62
ENE086-000881,2024-10-20,B2,12.0,14,228.34,1200,0.62
ENE086-000882,2024-10-20,B3,10.0,23,471.72,1800,0.62
ENE086-000883,2024-10-21,B1,7.5,48,285.65,600,0.62
ENE086-000884,2024-10-21,B2,8.4,63,468.23,1200,0.62
ENE086-000885,2024-10-21,B3,9.3,104,646.05,1800,0.62
ENE086-000886,2024-10-22,B1,14.8,39,122.77,600,0.62
ENE086-000887,2024-10-22,B2,11.1,84,382.0,1200,0.62
ENE086-000888,2024-10-22,B3,10.0,86,569.59,1800,0.62
ENE086-000889,2024-10-23,B1,14.3,49,153.45,600,0.62
ENE086-000890,2024-10-23,B2,9.7,77,417.06,1200,0.62
ENE086-000891,2024-10-23,B3,10.4,108,587.22,1800,0.62
ENE086-000892,2024-10-24,B1,11.4,43,203.9,600,0.62
ENE086-000893,2024-10-24,B2,7.7,84,543.86,1200,0.62
ENE086-000894,2024-10-24,B3,9.5,110,630.77,1800,0.62
ENE086-000895,2024-10-25,B1,10.7,44,197.45,600,0.62
ENE086-000896,2024-10-25,B2,10.2,62,384.18,1200,0.62
ENE086-000897,2024-10-25,B3,12.3,102,461.48,1800,0.62
ENE086-000898,2024-10-26,B1,9.4,9,172.72,600,0.62
ENE086-000899,2024-10-26,B2,10.5,19,308.27,1200,0.62
ENE086-000900,2024-10-26,B3,10.8,20,414.82,1800,0.62
ENE086-000901,2024-10-27,B1,11.1,10,132.16,600,0.62
ENE086-000902,2024-10-27,B2,7.1,17,461.54,1200,0.62
ENE086-000903,2024-10-27,B3,10.1,17,451.02,1800,0.62
ENE086-000904,2024-10-28,B1,11.5,48,189.55,600,0.62
ENE086-000905,2024-10-28,B2,11.7,62,321.95,1200,0.62
ENE086-000906,2024-10-28,B3,12.8,105,435.85,1800,0.62
ENE086-000907,2024-10-29,B1,10.4,37,201.49,600,0.62
ENE086-000908,2024-10-29,B2,9.4,63,426.23,1200,0.62
ENE086-000909,2024-10-29,B3,11.6,88,474.99,1800,0.62
ENE086-000910,2024-10-30,B1,10.0,58,238.25,600,0.62
ENE086-000911,2024-10-30,B2,9.8,67,397.45,1200,0.62
ENE086-000912,2024-10-30,B3,11.1,122,556.71,1800,0.62
ENE086-000913,2024-10-31,B1,10.4,48,218.53,600,0.62
ENE086-000914,2024-10-31,B2,11.1,69,,1200,0.62
ENE086-000915,2024-10-31,B3,10.5,110,574.64,1800,0.62
ENE086-000916,2024-11-01,B1,12.3,43,170.96,600,0.62
ENE086-000917,2024-11-01,B2,9.4,68,448.88,1200,0.62
ENE086-000918,2024-11-01,B3,9.8,114,634.17,1800,0.62
ENE086-000920,2024-11-02,B2,10.9,14,283.65,1200,0.62
ENE086-000921,2024-11-02,B3,9.9,17,472.51,1800,0.62
ENE086-000922,2024-11-03,B1,12.0,7,126.99,600,0.62
ENE086-000923,2024-11-03,B2,10.1,14,310.05,1200,0.62
ENE086-000924,2024-11-03,B3,12.8,16,319.6,1800,0.62
ENE086-000925,2024-11-04,B1,13.3,22,134.4,600,0.62
ENE086-000926,2024-11-04,B2,13.4,73,288.77,1200,0.62
ENE086-000927,2024-11-04,B3,10.1,114,597.57,1800,0.62
ENE086-000928,2024-11-05,B1,11.9,55,208.61,600,0.62
ENE086-000929,2024-11-05,B2,11.3,71,335.72,1200,0.62
ENE086-000930,2024-11-05,B3,11.9,89,480.5,1800,0.62
ENE086-000931,2024-11-06,B1,12.2,35,168.73,600,0.62
ENE086-000932,2024-11-06,B2,11.3,79,361.12,1200,0.62
ENE086-000933,2024-11-06,B3,13.7,125,458.61,1800,0.62
ENE086-000934,2024-11-07,B1,11.3,45,190.4,600,0.62
ENE086-000935,2024-11-07,B2,11.6,68,329.46,1200,0.62
ENE086-000936,2024-11-07,B3,10.1,114,612.02,1800,0.62
ENE086-000937,2024-11-08,B1,15.3,23,112.2,600,0.62
ENE086-000938,2024-11-08,B2,11.9,70,331.88,1200,0.62
ENE086-000939,2024-11-08,B3,9.8,116,632.96,1800,0.62
ENE086-000940,2024-11-09,B1,12.4,7,113.3,600,0.62
ENE086-000941,2024-11-09,B2,9.5,20,352.79,1200,0.62
ENE086-000942,2024-11-09,B3,16.4,20,196.17,1800,0.62
ENE086-000943,2024-11-10,B1,11.5,5,115.87,600,0.62
ENE086-000944,2024-11-10,B2,14.4,13,181.63,1200,0.62
ENE086-000945,2024-11-10,B3,13.6,18,290.46,1800,0.62
ENE086-000946,2024-11-11,B1,13.4,31,127.62,600,0.62
ENE086-000947,2024-11-11,B2,11.3,86,370.46,1200,0.62
ENE086-000948,2024-11-11,B3,12.7,86,432.63,1800,0.62
ENE086-000949,2024-11-12,B1,11.4,71,241.86,600,0.62
ENE086-000950,2024-11-12,B2,11.9,44,291.22,1200,0.62
ENE086-000951,2024-11-12,B3,11.5,99,503.03,1800,0.62
ENE086-000952,2024-11-13,B1,13.9,67,184.33,600,0.62
ENE086-000953,2024-11-13,B2,12.5,78,314.87,1200,0.62
ENE086-000954,2024-11-13,B3,15.2,121,377.76,1800,0.62
ENE086-000955,2024-11-14,B1,11.9,69,219.74,600,0.62
ENE086-000956,2024-11-14,B2,11.8,78,351.71,1200,0.62
ENE086-000957,2024-11-14,B3,15.8,113,362.51,1800,0.62
ENE086-000958,2024-11-15,B1,13.8,50,167.19,600,0.62
ENE086-000959,2024-11-15,B2,10.0,57,375.48,1200,0.62
ENE086-000960,2024-11-15,B3,12.7,117,467.26,1800,0.62
ENE086-000961,2024-11-16,B1,12.7,5,101.51,600,0.62
ENE086-000962,2024-11-16,B2,14.1,15,192.62,1200,0.62
ENE086-000963,2024-11-16,B3,12.3,22,343.48,1800,0.62
ENE086-000964,2024-11-17,B1,13.8,11,103.72,600,0.62
ENE086-000965,2024-11-17,B2,12.7,14,218.73,1200,0.62
ENE086-000966,2024-11-17,B3,12.4,20,327.02,1800,0.62
ENE086-000967,2024-11-18,B1,14.5,60,172.76,600,0.62
ENE086-000968,2024-11-18,B2,13.4,85,317.41,1200,0.62
ENE086-000969,2024-11-18,B3,13.6,112,431.59,1800,0.62
ENE086-000970,2024-11-19,B1,12.9,58,172.58,600,0.62
ENE086-000971,2024-11-19,B2,13.6,75,278.98,1200,0.62
ENE086-000973,2024-11-20,B1,12.4,33,165.36,600,0.62
ENE086-000974,2024-11-20,B2,13.2,83,308.66,1200,0.62
ENE086-000975,2024-11-20,B3,13.6,121,441.75,1800,0.62
ENE086-000976,2024-11-21,B1,12.3,48,184.53,600,0.62
ENE086-000977,2024-11-21,B2,13.7,79,291.34,1200,0.62
ENE086-000978,2024-11-21,B3,10.9,82,503.71,1800,0.62
ENE086-000979,2024-11-22,B1,11.7,30,157.41,600,0.62
ENE086-000980,2024-11-22,B2,11.9,81,332.84,1200,0.62
ENE086-000981,2024-11-22,B3,14.4,108,377.17,1800,0.62
ENE086-000982,2024-11-23,B1,14.1,12,86.11,600,0.62
ENE086-000983,2024-11-23,B2,13.9,16,200.17,1200,0.62
ENE086-000984,2024-11-23,B3,14.9,19,242.62,1800,0.62
ENE086-000985,2024-11-24,B1,13.7,9,95.42,600,0.62
ENE086-000986,2024-11-24,B2,14.6,21,177.17,1200,0.62
ENE086-000987,2024-11-24,B3,15.5,18,222.28,1800,0.62
ENE086-000988,2024-11-25,B1,12.7,46,154.72,600,0.62
ENE086-000989,2024-11-25,B2,16.7,79,223.34,1200,0.62
ENE086-000990,2024-11-25,B3,12.5,103,456.27,1800,0.62
ENE086-000991,2024-11-26,B1,12.5,58,202.28,600,0.62
ENE086-000992,2024-11-26,B2,16.0,65,222.69,1200,0.62
ENE086-000993,2024-11-26,B3,12.4,87,443.45,1800,0.62
ENE086-000994,2024-11-27,B1,16.7,60,142.89,600,0.62
ENE086-000995,2024-11-27,B2,13.0,71,286.68,1200,0.62
ENE086-000996,2024-11-27,B3,16.8,111,331.38,1800,0.62
ENE086-000997,2024-11-28,B1,14.5,41,,600,0.62
ENE086-000998,2024-11-28,B2,14.3,86,281.05,1200,0.62
ENE086-000999,2024-11-28,B3,15.0,125,400.6,1800,0.62
ENE086-001000,2024-11-29,B1,17.0,44,126.42,600,0.62
ENE086-001001,2024-11-29,B2,15.3,88,267.61,1200,0.62
ENE086-001002,2024-11-29,B3,15.9,124,364.81,1800,0.62
ENE086-001003,2024-11-30,B1,13.4,6,89.81,600,0.62
ENE086-001004,2024-11-30,B2,13.9,16,189.51,1200,0.62
ENE086-001005,2024-11-30,B3,14.6,21,255.55,1800,0.62
ENE086-001006,2024-12-01,B1,16.6,7,57.86,600,0.62
ENE086-001007,2024-12-01,B2,15.1,19,172.91,1200,0.62
ENE086-001008,2024-12-01,B3,16.5,24,213.81,1800,0.62
ENE086-001009,2024-12-02,B1,15.5,51,141.44,600,0.62
ENE086-001010,2024-12-02,B2,14.2,60,244.03,1200,0.62
ENE086-001011,2024-12-02,B3,13.4,88,388.89,1800,0.62
ENE086-001012,2024-12-03,B1,13.1,45,145.36,600,0.62
ENE086-001013,2024-12-03,B2,13.8,79,287.31,1200,0.62
ENE086-001014,2024-12-03,B3,16.8,98,311.82,1800,0.62
ENE086-001015,2024-12-04,B1,14.2,58,174.14,600,0.62
ENE086-001016,2024-12-04,B2,13.3,63,264.6,1200,0.62
ENE086-001017,2024-12-04,B3,16.8,106,324.94,1800,0.62
ENE086-001018,2024-12-05,B1,15.0,35,122.79,600,0.62
ENE086-001019,2024-12-05,B2,14.9,66,234.61,1200,0.62
ENE086-001020,2024-12-05,B3,15.6,120,361.37,1800,0.62
ENE086-001021,2024-12-06,B1,14.3,56,162.9,600,0.62
ENE086-001022,2024-12-06,B2,13.9,81,289.0,1200,0.62
ENE086-001023,2024-12-06,B3,16.1,94,316.04,1800,0.62
ENE086-001024,2024-12-07,B1,14.9,5,80.8,600,0.62
ENE086-001026,2024-12-07,B3,16.0,25,219.92,1800,0.62
ENE086-001027,2024-12-08,B1,14.1,4,63.19,600,0.62
ENE086-001028,2024-12-08,B2,14.8,15,182.46,1200,0.62
ENE086-001029,2024-12-08,B3,14.3,21,271.08,1800,0.62
ENE086-001030,2024-12-09,B1,14.0,37,133.99,600,0.62
ENE086-001031,2024-12-09,B2,15.8,90,253.66,1200,0.62
ENE086-001032,2024-12-09,B3,15.7,112,363.41,1800,0.62
ENE086-001033,2024-12-10,B1,18.8,44,128.67,600,0.62
ENE086-001034,2024-12-10,B2,16.2,63,222.83,1200,0.62
ENE086-001035,2024-12-10,B3,18.8,81,259.58,1800,0.62
ENE086-001036,2024-12-11,B1,15.7,46,146.69,600,0.62
ENE086-001037,2024-12-11,B2,16.3,66,216.65,1200,0.62
ENE086-001038,2024-12-11,B3,15.8,86,319.77,1800,0.62
ENE086-001039,2024-12-12,B1,14.2,50,153.32,600,0.62
ENE086-001040,2024-12-12,B2,14.8,62,247.15,1200,0.62
ENE086-001041,2024-12-12,B3,14.9,114,375.58,1800,0.62
ENE086-001042,2024-12-13,B1,14.5,47,140.43,600,0.62
ENE086-001043,2024-12-13,B2,16.6,106,274.99,1200,0.62
ENE086-001044,2024-12-13,B3,15.0,101,366.25,1800,0.62
ENE086-001045,2024-12-14,B1,14.9,8,87.76,600,0.62
ENE086-001046,2024-12-14,B2,17.1,13,134.66,1200,0.62
ENE086-001047,2024-12-14,B3,17.9,24,176.96,1800,0.62
ENE086-001048,2024-12-15,B1,17.1,9,70.39,600,0.62
ENE086-001049,2024-12-15,B2,15.4,19,167.11,1200,0.62
ENE086-001050,2024-12-15,B3,16.7,21,210.38,1800,0.62
ENE086-001051,2024-12-16,B1,19.2,63,151.15,600,0.62
ENE086-001052,2024-12-16,B2,14.2,75,273.47,1200,0.62
ENE086-001053,2024-12-16,B3,17.4,98,309.24,1800,0.62
ENE086-001054,2024-12-17,B1,19.0,36,106.23,600,0.62
ENE086-001055,2024-12-17,B2,17.3,48,170.58,1200,0.62
ENE086-001056,2024-12-17,B3,17.0,90,"302,99",1800,0.62
ENE086-001057,2024-12-18,B1,17.9,46,136.02,600,0.62
ENE086-001058,2024-12-18,B2,17.5,63,213.8,1200,0.62
ENE086-001059,2024-12-18,B3,17.4,103,322.54,1800,0.62
ENE086-001060,2024-12-19,B1,17.4,62,141.29,600,0.62
ENE086-001061,2024-12-19,B2,16.0,83,261.59,1200,0.62
ENE086-001062,2024-12-19,B3,17.5,89,287.41,1800,0.62
ENE086-001063,2024-12-20,B1,16.2,59,150.75,600,0.62
ENE086-001064,2024-12-20,B2,18.3,52,184.0,1200,0.62
ENE086-001065,2024-12-20,B3,16.0,81,313.0,1800,0.62
ENE086-001066,2024-12-21,B1,17.9,12,72.91,600,0.62
ENE086-001067,2024-12-21,B2,20.5,13,124.05,1200,0.62
ENE086-001068,2024-12-21,B3,17.2,24,203.77,1800,0.62
ENE086-001069,2024-12-22,B1,14.5,7,102.46,600,0.62
ENE086-001070,2024-12-22,B2,18.6,15,130.62,1200,0.62
ENE086-001071,2024-12-22,B3,17.7,22,196.19,1800,0.62
ENE086-001072,2024-12-23,B1,16.3,54,151.67,600,0.62
ENE086-001073,2024-12-23,B2,16.5,71,236.21,1200,0.62
ENE086-001074,2024-12-23,B3,17.9,117,332.57,1800,0.62
ENE086-001075,2024-12-24,B1,17.4,48,126.78,600,0.62
ENE086-001076,2024-12-24,B2,17.8,68,207.69,1200,0.62
ENE086-001077,2024-12-24,B3,16.3,110,351.81,1800,0.62
ENE086-001079,2024-12-25,B2,21.0,83,248.71,1200,0.62
ENE086-001080,2024-12-25,B3,16.8,102,,1800,0.62
ENE086-001081,2024-12-26,B1,17.2,55,143.09,600,0.62
ENE086-001082,2024-12-26,B2,18.2,68,210.91,1200,0.62
ENE086-001083,2024-12-26,B3,19.0,95,295.39,1800,0.62
ENE086-001084,2024-12-27,B1,15.0,34,130.92,600,0.62
ENE086-001085,2024-12-27,B2,18.4,67,199.62,1200,0.62
ENE086-001086,2024-12-27,B3,17.7,143,363.96,1800,0.62
ENE086-001087,2024-12-28,B1,17.8,6,74.88,600,0.62
ENE086-001088,2024-12-28,B2,18.3,17,129.84,1200,0.62
ENE086-001089,2024-12-28,B3,18.5,24,188.04,1800,0.62
ENE086-001090,2024-12-29,B1,17.1,13,77.44,600,0.62
ENE086-001091,2024-12-29,B2,18.4,16,132.91,1200,0.62
ENE086-001092,2024-12-29,B3,17.9,24,203.24,1800,0.62
ENE086-001093,2024-12-30,B1,18.5,52,147.45,600,0.62
ENE086-001094,2024-12-30,B2,17.1,98,258.72,1200,0.62
ENE086-001095,2024-12-30,B3,19.3,81,270.58,1800,0.62
ENE086-001096,2024-12-31,B1,17.8,54,143.39,600,0.71
ENE086-001097,2024-12-31,B2,20.2,66,203.28,1200,0.71
ENE086-001098,2024-12-31,B3,18.9,93,281.98,1800,0.71
ENE086-001099,2025-01-01,B1,18.7,42,112.62,600,0.71
ENE086-001100,2025-01-01,B2,19.4,80,217.04,1200,0.71
ENE086-001101,2025-01-01,B3,17.4,114,342.14,1800,0.71
ENE086-001102,2025-01-02,B1,17.1,53,139.29,600,0.71
ENE086-001103,2025-01-02,B2,18.8,63,199.6,1200,0.71
ENE086-001104,2025-01-02,B3,21.3,105,327.3,1800,0.71
ENE086-001105,2025-01-03,B1,18.4,55,146.03,600,0.71
ENE086-001106,2025-01-03,B2,19.8,76,221.78,1200,0.71
ENE086-001107,2025-01-03,B3,19.5,106,296.44,1800,0.71
ENE086-001108,2025-01-04,B1,18.5,12,68.33,600,0.71
ENE086-001109,2025-01-04,B2,18.8,18,127.2,1200,0.71
ENE086-001110,2025-01-04,B3,22.0,23,210.13,1800,0.71
ENE086-001111,2025-01-05,B1,19.2,9,66.55,600,0.71
ENE086-001112,2025-01-05,B2,17.9,16,128.74,1200,0.71
ENE086-001113,2025-01-05,B3,18.3,21,185.87,1800,0.71
ENE086-001114,2025-01-06,B1,20.6,57,134.48,600,0.71
ENE086-001115,2025-01-06,B2,19.3,68,208.64,1200,0.71
ENE086-001116,2025-01-06,B3,21.8,111,328.02,1800,0.71
ENE086-001117,2025-01-07,B1,20.8,58,139.3,600,0.71
ENE086-001118,2025-01-07,B2,21.9,71,235.76,1200,0.71
ENE086-001119,2025-01-07,B3,20.2,95,291.01,1800,0.71
ENE086-001120,2025-01-08,B1,21.3,29,123.61,600,0.71
ENE086-001121,2025-01-08,B2,21.7,53,197.12,1200,0.71
ENE086-001122,2025-01-08,B3,23.9,118,409.53,1800,0.71
ENE086-001123,2025-01-09,B1,22.0,53,149.34,600,0.71
ENE086-001124,2025-01-09,B2,21.7,73,244.09,1200,0.71
ENE086-001125,2025-01-09,B3,18.9,103,306.09,1800,0.71
ENE086-001126,2025-01-10,B1,20.6,38,125.16,600,0.71
ENE086-001127,2025-01-10,B2,20.5,60,191.65,1200,0.71
ENE086-001128,2025-01-10,B3,20.9,96,309.02,1800,0.71
ENE086-001129,2025-01-11,B1,22.6,8,83.66,600,0.71
ENE086-001130,2025-01-11,B2,21.0,14,141.39,1200,0.71
ENE086-001132,2025-01-12,B1,18.1,9,62.39,600,0.71
ENE086-001133,2025-01-12,B2,22.8,23,166.35,1200,0.71
ENE086-001134,2025-01-12,B3,22.4,25,227.64,1800,0.71
ENE086-001135,2025-01-13,B1,20.6,56,137.46,600,0.71
ENE086-001136,2025-01-13,B2,21.4,60,206.99,1200,0.71
ENE086-001137,2025-01-13,B3,18.8,104,299.77,1800,0.71
ENE086-001138,2025-01-14,B1,20.4,60,143.95,600,0.71
ENE086-001139,2025-01-14,B2,25.0,73,289.31,1200,0.71
ENE086-001140,2025-01-14,B3,22.9,108,365.74,1800,0.71
ENE086-001141,2025-01-15,B1,21.4,48,133.38,600,0.71
ENE086-001142,2025-01-15,B2,22.1,72,222.53,1200,0.71
ENE086-001143,2025-01-15,B3,22.0,104,338.42,1800,0.71
ENE086-001144,2025-01-16,B1,17.7,47,134.42,600,0.71
ENE086-001145,2025-01-16,B2,18.3,79,225.49,1200,0.71
ENE086-001146,2025-01-16,B3,23.1,111,377.82,1800,0.71
ENE086-001147,2025-01-17,B1,22.3,40,141.75,600,0.71
ENE086-001148,2025-01-17,B2,22.8,85,279.23,1200,0.71
ENE086-001149,2025-01-17,B3,22.0,122,359.78,1800,0.71
ENE086-001150,2025-01-18,B1,21.7,12,96.03,600,0.71
ENE086-001151,2025-01-18,B2,23.0,17,171.31,1200,0.71
ENE086-001152,2025-01-18,B3,20.2,22,189.1,1800,0.71
ENE086-001153,2025-01-19,B1,21.9,11,76.92,600,0.71
ENE086-001154,2025-01-19,B2,22.3,11,142.56,1200,0.71
ENE086-001155,2025-01-19,B3,23.9,25,282.03,1800,0.71
ENE086-001156,2025-01-20,B1,22.4,47,143.78,600,0.71
ENE086-001157,2025-01-20,B2,21.6,81,246.33,1200,0.71
ENE086-001158,2025-01-20,B3,21.8,95,334.0,1800,0.71
ENE086-001159,2025-01-21,B1,20.6,50,121.88,600,0.71
ENE086-001160,2025-01-21,B2,21.2,64,203.61,1200,0.71
ENE086-001161,2025-01-21,B3,25.2,108,446.29,1800,0.71
ENE086-001162,2025-01-22,B1,22.1,70,157.44,600,0.71
ENE086-001163,2025-01-22,B2,20.1,95,,1200,0.71
ENE086-001164,2025-01-22,B3,22.0,79,311.6,1800,0.71
ENE086-001165,2025-01-23,B1,23.3,29,120.7,600,0.71
ENE086-001166,2025-01-23,B2,23.7,74,264.77,1200,0.71
ENE086-001167,2025-01-23,B3,25.3,119,464.04,1800,0.71
ENE086-001168,2025-01-24,B1,21.3,50,128.78,600,0.71
ENE086-001169,2025-01-24,B2,22.1,93,273.03,1200,0.71
ENE086-001170,2025-01-24,B3,23.7,102,401.91,1800,0.71
ENE086-001171,2025-01-25,B1,23.6,9,88.42,600,0.71
ENE086-001172,2025-01-25,B2,21.6,20,141.29,1200,0.71
ENE086-001173,2025-01-25,B3,23.3,20,236.65,1800,0.71
ENE086-001174,2025-01-26,B1,21.3,10,65.75,600,0.71
ENE086-001175,2025-01-26,B2,23.6,13,175.92,1200,0.71
ENE086-001176,2025-01-26,B3,24.0,20,276.24,1800,0.71
ENE086-001177,2025-01-27,B1,22.4,44,143.72,600,0.71
ENE086-001178,2025-01-27,B2,23.2,87,274.5,1200,0.71
ENE086-001179,2025-01-27,B3,23.7,85,370.31,1800,0.71
ENE086-001180,2025-01-28,B1,24.9,65,196.45,600,0.71
ENE086-001181,2025-01-28,B2,23.0,91,263.33,1200,0.71
ENE086-001182,2025-01-28,B3,25.3,93,444.58,1800,0.71
ENE086-001183,2025-01-29,B1,21.1,66,175.26,600,0.71
ENE086-001185,2025-01-29,B3,24.6,107,414.62,1800,0.71
ENE086-001186,2025-01-30,B1,22.9,58,166.04,600,0.71
ENE086-001187,2025-01-30,B2,24.0,76,266.27,1200,0.71
ENE086-001188,2025-01-30,B3,22.4,112,357.65,1800,0.71
ENE086-001189,2025-01-31,B1,25.9,46,182.0,600,0.71
ENE086-001190,2025-01-31,B2,24.6,43,237.52,1200,0.71
ENE086-001191,2025-01-31,B3,22.2,95,329.82,1800,0.71
ENE086-001192,2025-02-01,B1,22.6,9,96.28,600,0.71
ENE086-001193,2025-02-01,B2,22.6,11,160.03,1200,0.71
ENE086-001194,2025-02-01,B3,24.6,23,306.39,1800,0.71
ENE086-001195,2025-02-02,B1,22.4,8,66.33,600,0.71
ENE086-001196,2025-02-02,B2,24.6,18,213.19,1200,0.71
ENE086-001197,2025-02-02,B3,26.0,18,357.84,1800,0.71
ENE086-001198,2025-02-03,B1,23.9,56,174.82,600,0.71
ENE086-001199,2025-02-03,B2,25.6,81,322.84,1200,0.71
ENE086-001200,2025-02-03,B3,22.5,108,354.13,1800,0.71
ENE086-001201,2025-02-04,B1,24.5,26,134.92,600,0.71
ENE086-001202,2025-02-04,B2,25.0,82,301.33,1200,0.71
ENE086-001203,2025-02-04,B3,23.7,110,404.89,1800,0.71
ENE086-001204,2025-02-05,B1,23.4,49,160.65,600,0.71
ENE086-001205,2025-02-05,B2,21.5,72,233.94,1200,0.71
ENE086-001206,2025-02-05,B3,23.6,133,440.08,1800,0.71
ENE086-001207,2025-02-06,B1,22.7,26,96.03,600,0.71
ENE086-001208,2025-02-06,B2,23.5,73,270.16,1200,0.71
ENE086-001209,2025-02-06,B3,28.2,107,629.1,1800,0.71
ENE086-001210,2025-02-07,B1,23.6,44,137.96,600,0.71
ENE086-001211,2025-02-07,B2,24.4,76,286.09,1200,0.71
ENE086-001212,2025-02-07,B3,23.1,92,338.56,1800,0.71
ENE086-001213,2025-02-08,B1,23.8,5,96.58,600,0.71
ENE086-001214,2025-02-08,B2,24.3,14,196.91,1200,0.71
ENE086-001215,2025-02-08,B3,25.6,19,302.44,1800,0.71
ENE086-001216,2025-02-09,B1,23.8,11,102.33,600,0.71
ENE086-001217,2025-02-09,B2,25.6,14,214.4,1200,0.71
ENE086-001218,2025-02-09,B3,24.4,24,296.87,1800,0.71
ENE086-001219,2025-02-10,B1,23.8,58,173.16,600,0.71
ENE086-001220,2025-02-10,B2,25.8,87,348.77,1200,0.71
ENE086-001221,2025-02-10,B3,27.7,90,563.09,1800,0.71
ENE086-001222,2025-02-11,B1,23.8,41,144.8,600,0.71
ENE086-001223,2025-02-11,B2,24.6,67,276.53,1200,0.71
ENE086-001224,2025-02-11,B3,25.3,111,456.73,1800,0.71
ENE086-001225,2025-02-12,B1,25.5,32,162.82,600,0.71
ENE086-001226,2025-02-12,B2,24.5,69,276.11,1200,0.71
ENE086-001227,2025-02-12,B3,25.7,91,451.56,1800,0.71
ENE086-001228,2025-02-13,B1,23.4,41,160.25,600,0.71
ENE086-001229,2025-02-13,B2,26.3,74,330.04,1200,0.71
ENE086-001230,2025-02-13,B3,27.0,101,541.69,1800,0.71
