registro_id,fecha,proveedor,categoria,importe,moneda,vencimiento,pago
FIN055-000656,2024-12-20,P12,alquiler,889.61,USD,2025-02-03,2025-02-05
FIN055-000657,2024-12-21,P12,material,371.51,PEN,2025-01-05,2025-01-17
FIN055-000658,2024-12-21,P11,servicio,1490.55,PEN,2025-02-04,2025-02-19
FIN055-000659,2024-12-22,P05,material,838.71,PEN,2025-02-05,2025-01-30
FIN055-000660,2024-12-22,P11,material,776.58,PEN,2025-02-05,2025-03-09
FIN055-000661,2024-12-23,P03,alquiler,494.91,PEN,2025-02-06,2025-01-30
FIN055-000662,2024-12-23,P03,servicio,1112.13,PEN,2025-01-22,2025-02-26
FIN055-000663,2024-12-24,P10,alquiler,181.66,PEN,2025-01-08,2025-01-03
FIN055-000664,2024-12-25,P11,alquiler,248.65,USD,2025-01-24,
FIN055-000665,2024-12-25,P12,material,,PEN,2025-01-24,2025-01-16
FIN055-000666,2024-12-26,P11,alquiler,364.98,PEN,2025-01-25,2025-02-10
FIN055-000667,2024-12-26,P03,alquiler,198.14,PEN,2025-02-09,2025-02-18
FIN055-000668,2024-12-27,P05,alquiler,438.16,PEN,2025-01-11,2025-01-08
FIN055-000669,2024-12-27,P02,servicio,879.05,PEN,2025-01-26,2025-01-29
FIN055-000670,2024-12-28,P05,servicio,149.59,PEN,2025-02-11,
FIN055-000671,2024-12-28,P05,material,2025.59,PEN,2025-01-27,2025-01-18
FIN055-000672,2024-12-29,P10,material,101.91,PEN,2025-01-13,2025-01-06
FIN055-000673,2024-12-29,P08,material,944.1,USD,2025-02-12,2025-03-03
FIN055-000674,2024-12-30,P09,alquiler,636.65,PEN,2025-01-14,2025-01-28
FIN055-000675,2024-12-30,P11,servicio,375.43,USD,2025-02-13,
FIN055-000676,2024-12-31,P03,alquiler,49.84,PEN,2025-01-15,2025-02-04
FIN055-000677,2025-01-01,P02,alquiler,1082.66,PEN,2025-01-16,2025-01-07
FIN055-000678,2025-01-01,P12,material,231.31,PEN,2025-01-16,2025-02-18
FIN055-000679,2025-01-02,P03,alquiler,2202.14,PEN,2025-02-16,
FIN055-000680,2025-01-02,P06, ALQUILER ,891.94,PEN,2025-02-16,2025-03-02
FIN055-000681,2025-01-03,P12,alquiler,160.77,USD,2025-02-02,2025-01-28
FIN055-000682,2025-01-03,P09,alquiler,942.93,PEN,2025-01-18,2025-01-10
FIN055-000683,2025-01-04,P06,alquiler,359.86,PEN,2025-02-03,2025-03-06
FIN055-000684,2025-01-04,P01,alquiler,979.4,USD,2025-02-03,2025-02-16
FIN055-000685,2025-01-05,P06,alquiler,1044.39,USD,2025-02-04,2025-02-04
FIN055-000686,2025-01-05,P05,alquiler,316.57,PEN,2025-01-20,2025-01-31
FIN055-000687,2025-01-06,P03,servicio,1005.7,PEN,2025-01-21,
FIN055-000688,2025-01-06,P08,material,346.4,PEN,2025-02-20,
FIN055-000689,2025-01-07,P02,servicio,147.0,USD,2025-01-22,
FIN055-000690,2025-01-08,P10,material,569.52,PEN,2025-02-22,
FIN055-000691,2025-01-08,P05,alquiler,6397.45,PEN,2025-01-23,2025-02-19
FIN055-000692,2025-01-09,P08,servicio,649.36,PEN,2025-02-23,2025-03-07
FIN055-000693,2025-01-09,P07,alquiler,1932.7,USD,2025-01-24,2025-02-17
FIN055-000694,2025-01-10,P11,material,922.13,PEN,2025-01-25,2025-01-15
FIN055-000695,2025-01-10,P10,material,3647.0,PEN,2025-02-24,
FIN055-000696,2025-01-11,P11,servicio,1562.95,PEN,2025-02-25,
FIN055-000697,2025-01-11,P05,material,834.96,PEN,2025-02-25,2025-02-26
FIN055-000698,2025-01-12,P10,servicio,1314.94,USD,2025-02-26,2025-03-28
FIN055-000699,2025-01-12,P06,material,233.19,PEN,2025-02-11,2025-02-10
FIN055-000700,2025-01-13,P01,alquiler,810.42,PEN,2025-01-28,2025-02-26
FIN055-000701,2025-01-14,P09,servicio,216.73,PEN,2025-02-13,2025-03-13
FIN055-000702,2025-01-14,P09,alquiler,201.66,PEN,2025-02-13,2025-02-18
FIN055-000703,2025-01-15,P01,alquiler,5354.78,USD,2025-03-01,
FIN055-000704,2025-01-15,P02,servicio,3320.72,PEN,2025-02-14,2025-03-02
FIN055-000705,2025-01-16,P09,servicio,94.83,PEN,2025-01-31,2025-01-24
FIN055-000706,2025-01-16,P08,alquiler,535.28,USD,2025-02-15,2025-02-18
FIN055-000707,2025-01-17,P06,servicio,1242.84,PEN,2025-02-16,2025-03-15
FIN055-000708,2025-01-17,P12,alquiler,93.01,PEN,2025-03-03,2025-03-27
FIN055-000709,2025-01-18,P11,servicio,2327.63,USD,2025-03-04,2025-03-19
FIN055-000710,2025-01-18,P08,material,339.35,PEN,2025-02-02,2025-01-31
FIN055-000711,2025-01-19,P05,alquiler,194.87,USD,2025-02-18,2025-03-01
FIN055-000712,2025-01-19,P06,servicio,419.81,USD,2025-02-03,2025-03-08
FIN055-000713,2025-01-20,P07,material,106.93,USD,2025-03-06,
FIN055-000714,2025-01-21,P08,material,866.03,USD,2025-02-20,2025-02-18
FIN055-000715,2025-01-21,P03,alquiler,1473.17,USD,2025-02-20,2025-03-20
FIN055-000716,2025-01-22,P03,material,460.62,PEN,2025-02-06,2025-01-25
FIN055-000717,2025-01-22,P07,material,774.23,USD,2025-02-21,2025-02-28
FIN055-000718,2025-01-23,P05,servicio,1563.42,PEN,2025-03-09,2025-03-11
FIN055-000719,2025-01-23,P12,material,595.0,PEN,2025-03-09,2025-03-16
FIN055-000720,2025-01-24,P11,material,96.79,PEN,2025-02-23,2025-02-13
FIN055-000721,2025-01-24,P06,servicio,1893.7,USD,2025-03-10,2025-03-28
FIN055-000722,2025-01-25,P02,alquiler,208.15,PEN,2025-02-09,2025-02-06
FIN055-000723,2025-01-25,P07,alquiler,219.93,USD,2025-02-24,2025-03-06
FIN055-000724,2025-01-26,P05,alquiler,195.6,PEN,2025-03-12,2025-03-28
FIN055-000725,2025-01-27,P09,alquiler,657.78,PEN,2025-03-13,2025-04-17
FIN055-000726,2025-01-27,P12,servicio,413.09,PEN,2025-03-13,
FIN055-000727,2025-01-28,P12,alquiler,619.74,USD,2025-02-27,
FIN055-000728,2025-01-28,P04,servicio,1929.67,USD,2025-02-12,2025-02-18
FIN055-000729,2025-01-29,P08,alquiler,337.17,USD,2025-03-15,
FIN055-000730,2025-01-29,P01,alquiler,338.78,PEN,2025-02-28,
FIN055-000731,2025-01-30,P07,alquiler,2206.21,PEN,2025-03-16,2025-04-11
FIN055-000732,2025-01-30,P11,servicio,558.54,USD,2025-03-16,2025-03-04
FIN055-000733,2025-01-31,P04,material,1456.77,USD,2025-03-17,2025-04-07
FIN055-000734,2025-01-31,P02,material,806.83,USD,2025-03-17,
FIN055-000735,2025-02-01,P03,servicio,256.79,PEN,2025-03-03,2025-04-06
FIN055-000736,2025-02-01,P02,servicio,209.16,PEN,2025-03-03,2025-02-27
FIN055-000737,2025-02-02,P01,servicio,352.1,USD,2025-03-19,2025-04-08
FIN055-000738,2025-02-03,P11,servicio,246.03,USD,2025-02-18,2025-02-23
FIN055-000739,2025-02-03,P05,material,902.19,PEN,2025-03-05,2025-03-13
FIN055-000740,2025-02-04,P12,material,1598.07,USD,2025-03-06,2025-02-26
FIN055-000741,2025-02-04,P07,servicio,531.46,PEN,2025-03-21,2025-03-25
FIN055-000742,2025-02-05,P05,alquiler,1237.71,PEN,2025-03-22,2025-03-22
FIN055-000743,2025-02-05,P01,material,274.12,USD,2025-02-20,2025-03-04
FIN055-000744,2025-02-06,P11,servicio,1602.89,USD,2025-03-08,2025-02-27
FIN055-000745,2025-02-06,P02,material,2442.3,PEN,2025-03-08,2025-03-29
FIN055-000746,2025-02-07,P08,servicio,487.49,PEN,2025-02-22,2025-02-16
FIN055-000747,2025-02-07,P07,servicio,245.53,PEN,2025-03-09,
FIN055-000748,2025-02-08,P04,material,,PEN,2025-02-23,2025-03-02
FIN055-000749,2025-02-09,P01,alquiler,753.73,PEN,2025-03-26,2025-04-29
FIN055-000750,2025-02-09,P07,servicio,271.37,USD,2025-02-24,
FIN055-000751,2025-02-10,P09,alquiler,1098.55,PEN,2025-03-27,2025-04-05
FIN055-000752,2025-02-10,P01,servicio,103.71,PEN,2025-02-25,2025-02-17
FIN055-000753,2025-02-11,P04,alquiler,530.62,PEN,2025-02-26,2025-03-22
FIN055-000754,2025-02-11,P11,alquiler,211.18,PEN,2025-02-26,2025-02-23
FIN055-000755,2025-02-12,P12,material,384.47,PEN,2025-02-27,2025-03-18
FIN055-000756,2025-02-12,P01,alquiler,827.86,PEN,2025-03-14,2025-03-15
FIN055-000757,2025-02-13,P11,material,551.42,PEN,2025-02-28,2025-03-21
FIN055-000758,2025-02-13,P04,servicio,1091.94,PEN,2025-03-15,2025-03-04
FIN055-000759,2025-02-14,P12,servicio,651.62,PEN,2025-03-16,2025-04-09
FIN055-000760,2025-02-14,P12,material,2269.11,PEN,2025-03-01,
FIN055-000761,2025-02-15,P06,alquiler,1268.07,PEN,2025-04-01,2025-04-22
FIN055-000762,2025-02-16,P09,alquiler,724.73,PEN,2025-04-02,2025-04-18
FIN055-000763,2025-02-16,P09,alquiler,694.84,PEN,2025-04-02,
FIN055-000764,2025-02-17,P05,servicio,698.73,PEN,2025-04-03,
FIN055-000765,2025-02-17,P08,alquiler,124.88,PEN,2025-03-04,2025-03-05
FIN055-000766,2025-02-18,P05,servicio,916.8,PEN,2025-04-04,2025-04-03
FIN055-000767,2025-02-18,P02,material,722.33,PEN,2025-03-05,2025-04-09
FIN055-000768,2025-02-19,P06,material,1173.05,USD,2025-04-05,2025-05-03
FIN055-000769,2025-02-19,P02,alquiler,351.14,USD,2025-03-21,2025-04-13
FIN055-000770,2025-02-20,P07,servicio,319.32,USD,2025-04-06,2025-04-21
FIN055-000771,2025-02-20,P04,alquiler,278.93,PEN,2025-03-22,
FIN055-000772,2025-02-21,P07,alquiler,1051.46,USD,2025-03-23,2025-04-06
FIN055-000773,2025-02-22,P10,material,551.96,PEN,2025-04-08,2025-05-12
FIN055-000774,2025-02-22,P02,servicio,73.47,PEN,2025-04-08,2025-04-07
FIN055-000775,2025-02-23,P04,material,456.0,PEN,2025-03-10,2025-03-18
FIN055-000776,2025-02-23,P01,material,431.32,PEN,2025-03-10,
FIN055-000777,2025-02-24,P04, MATERIAL ,7874.16,USD,2025-04-10,
FIN055-000778,2025-02-24,P12,material,285.51,PEN,2025-03-26,2025-04-14
FIN055-000779,2025-02-25,P01,material,1507.85,USD,2025-03-12,2025-03-13
FIN055-000780,2025-02-25,P11,alquiler,267.54,PEN,2025-03-12,2025-03-19
FIN055-000781,2025-02-26,P06,alquiler,163.4,USD,2025-03-13,2025-03-14
FIN055-000782,2025-02-26,P09,servicio,436.07,PEN,2025-03-28,2025-04-12
FIN055-000783,2025-02-27,P05,servicio,505.8,PEN,2025-03-14,2025-04-10
FIN055-000784,2025-02-27,P12,alquiler,902.66,USD,2025-03-29,2025-04-07
FIN055-000785,2025-02-28,P10,servicio,874.85,USD,2025-03-15,
FIN055-000786,2025-03-01,P08,servicio,541.2,USD,2025-03-16,2025-04-10
FIN055-000787,2025-03-01,P11,servicio,316.35,PEN,2025-03-31,2025-03-31
FIN055-000788,2025-03-02,P12,material,122.05,USD,2025-03-17,2025-04-11
FIN055-000789,2025-03-02,P03,alquiler,915.1,PEN,2025-04-16,2025-05-05
FIN055-000790,2025-03-03,P08,servicio,339.66,USD,2025-03-18,2025-03-09
FIN055-000791,2025-03-03,P08,alquiler,454.89,PEN,2025-04-02,2025-05-04
FIN055-000792,2025-03-04,P09,material,1183.79,PEN,2025-04-03,2025-04-15
FIN055-000793,2025-03-04,P05,alquiler,377.5,PEN,2025-04-03,2025-03-30
FIN055-000794,2025-03-05,P02,material,1270.09,PEN,2025-04-04,
FIN055-000795,2025-03-05,P08,material,1386.87,PEN,2025-04-19,
FIN055-000796,2025-03-06,P09,material,1925.8,PEN,2025-04-20,
FIN055-000797,2025-03-07,P08,alquiler,366.31,USD,2025-04-06,2025-04-20
FIN055-000798,2025-03-07,P09,material,1065.48,USD,2025-03-22,2025-03-12
FIN055-000799,2025-03-08,P06,alquiler,616.35,USD,2025-04-22,2025-04-12
FIN055-000800,2025-03-08,P07,alquiler,2127.07,PEN,2025-03-23,2025-04-04
FIN055-000801,2025-03-09,P06,alquiler,558.56,USD,2025-03-24,2025-03-12
FIN055-000802,2025-03-09,P11,alquiler,574.38,PEN,2025-04-08,2025-05-09
FIN055-000803,2025-03-10,P06,alquiler,627.51,USD,2025-04-09,
FIN055-000804,2025-03-10,P07,servicio,604.23,USD,2025-04-24,2025-05-29
FIN055-000805,2025-03-11,P07,material,1863.52,PEN,2025-03-26,2025-03-15
FIN055-000806,2025-03-11,P07,alquiler,758.44,PEN,2025-03-26,
FIN055-000807,2025-03-12,P01,alquiler,895.94,PEN,2025-04-11,2025-04-23
FIN055-000808,2025-03-12,P07,servicio,50.7,PEN,2025-03-27,2025-04-17
FIN055-000809,2025-03-13,P12,material,3093.54,PEN,2025-04-27,2025-05-07
FIN055-000810,2025-03-14,P02,servicio,761.17,PEN,2025-04-13,2025-04-04
FIN055-000811,2025-03-14,P03,material,816.4,PEN,2025-03-29,2025-05-01
FIN055-000812,2025-03-15,P01,material,239.15,USD,2025-04-14,2025-04-07
FIN055-000813,2025-03-15,P12,alquiler,3940.55,PEN,2025-03-30,2025-03-19
FIN055-000814,2025-03-16,P04,alquiler,823.97,PEN,2025-04-30,
FIN055-000815,2025-03-16,P10,material,1655.92,PEN,2025-04-30,2025-05-14
FIN055-000816,2025-03-17,P07,alquiler,368.2,PEN,2025-04-16,2025-05-09
FIN055-000817,2025-03-17,P03,material,648.49,PEN,2025-05-01,2025-05-02
FIN055-000818,2025-03-18,P01,alquiler,993.76,PEN,2025-04-17,2025-05-07
FIN055-000819,2025-03-18,P03,material,745.57,PEN,2025-04-17,2025-05-09
FIN055-000820,2025-03-19,P01,servicio,377.99,PEN,2025-04-03,2025-04-29
FIN055-000821,2025-03-20,P01,servicio,982.4,USD,2025-05-04,2025-05-08
FIN055-000822,2025-03-20,P08,alquiler,302.6,USD,2025-05-04,2025-05-03
FIN055-000823,2025-03-21,P02,servicio,319.45,PEN,2025-04-05,2025-04-22
FIN055-000824,2025-03-21,P10,material,2807.07,PEN,2025-05-05,2025-06-03
FIN055-000825,2025-03-22,P08,servicio,1017.24,PEN,2025-04-21,2025-04-23
FIN055-000826,2025-03-22,P06,servicio,366.37,USD,2025-04-06,
FIN055-000827,2025-03-23,P11,material,363.55,PEN,2025-05-07,2025-05-27
FIN055-000828,2025-03-23,P09,servicio,4397.71,PEN,2025-05-07,2025-05-21
FIN055-000829,2025-03-24,P05,servicio,588.99,PEN,2025-05-08,2025-06-07
FIN055-000830,2025-03-24,P04,material,1197.88,PEN,2025-05-08,
FIN055-000831,2025-03-25,P03,alquiler,,USD,2025-04-24,
FIN055-000832,2025-03-25,P08,material,414.71,PEN,2025-05-09,2025-05-03
FIN055-000833,2025-03-26,P04,material,495.58,USD,2025-05-10,2025-06-06
FIN055-000834,2025-03-27,P04,servicio,141.11,USD,2025-05-11,2025-05-12
FIN055-000835,2025-03-27,P10,servicio,2346.7,USD,2025-05-11,2025-05-27
FIN055-000836,2025-03-28,P04,alquiler,1726.11,PEN,2025-04-27,
FIN055-000837,2025-03-28,P11,material,11861.07,PEN,2025-05-12,2025-05-31
FIN055-000838,2025-03-29,P07,servicio,10944.54,USD,2025-04-28,
FIN055-000839,2025-03-29,P01,alquiler,199.82,PEN,2025-04-28,2025-04-30
FIN055-000840,2025-03-30,P07,material,806.13,USD,2025-04-29,2025-05-20
FIN055-000841,2025-03-30,P06,alquiler,188.14,PEN,2025-04-14,2025-05-01
FIN055-000842,2025-03-31,P03,material,703.03,PEN,2025-04-30,
FIN055-000843,2025-03-31,P10,servicio,131.11,PEN,2025-04-15,2025-05-03
FIN055-000844,2025-04-01,P09,alquiler,687.81,USD,2025-05-01,2025-04-29
FIN055-000845,2025-04-02,P02,servicio,"536,23",PEN,2025-05-17,2025-06-07
FIN055-000846,2025-04-02,P06,servicio,641.16,PEN,2025-05-02,2025-05-19
FIN055-000847,2025-04-03,P06,servicio,428.59,PEN,2025-05-03,2025-05-26
FIN055-000848,2025-04-03,P03,material,1020.39,PEN,2025-04-18,2025-04-06
FIN055-000849,2025-04-04,P08,servicio,1055.25,PEN,2025-05-19,2025-06-16
FIN055-000850,2025-04-04,P07,servicio,953.55,PEN,2025-04-19,
FIN055-000851,2025-04-05,P11,alquiler,576.95,PEN,2025-04-20,2025-05-10
FIN055-000852,2025-04-05,P03,alquiler,1174.13,USD,2025-05-05,
FIN055-000853,2025-04-06,P09,servicio,1395.26,USD,2025-05-21,2025-05-11
FIN055-000854,2025-04-06,P06,alquiler,1173.8,PEN,2025-04-21,2025-04-19
FIN055-000855,2025-04-07,P07,material,1041.72,PEN,2025-05-22,2025-05-23
FIN055-000856,2025-04-07,P04,servicio,303.68,USD,2025-04-22,2025-05-27
FIN055-000857,2025-04-08,P07,alquiler,258.42,USD,2025-05-08,
FIN055-000858,2025-04-09,P04,alquiler,453.72,PEN,2025-05-24,2025-06-12
FIN055-000859,2025-04-09,P10,servicio,297.9,PEN,2025-04-24,2025-05-17
FIN055-000860,2025-04-10,P12,servicio,1334.41,PEN,2025-05-25,2025-06-24
FIN055-000861,2025-04-10,P04,alquiler,150.51,PEN,2025-05-10,2025-04-28
FIN055-000862,2025-04-11,P09,material,639.87,PEN,2025-05-26,2025-06-03
FIN055-000863,2025-04-11,P07,alquiler,1264.83,PEN,2025-04-26,2025-05-15
FIN055-000864,2025-04-12,P10,material,224.05,PEN,2025-05-12,2025-06-02
FIN055-000865,2025-04-12,P09,alquiler,1406.26,PEN,2025-04-27,2025-04-30
FIN055-000866,2025-04-13,P12,material,410.97,USD,2025-05-28,
FIN055-000867,2025-04-13,P11,material,1053.83,PEN,2025-05-28,2025-06-22
FIN055-000868,2025-04-14,P08,material,4700.37,PEN,2025-04-29,2025-05-27
FIN055-000869,2025-04-15,P05,material,1631.45,PEN,2025-05-15,2025-06-10
FIN055-000870,2025-04-15,P07,material,1128.76,PEN,2025-05-15,2025-05-26
FIN055-000871,2025-04-16,P09,alquiler,1759.43,PEN,2025-05-01,2025-05-19
FIN055-000872,2025-04-16,P06,servicio,1250.28,PEN,2025-05-16,
FIN055-000873,2025-04-17,P08,material,2517.51,PEN,2025-05-17,
FIN055-000874,2025-04-17,P12, MATERIAL ,873.21,PEN,2025-05-02,
FIN055-000875,2025-04-18,P05,material,86.63,PEN,2025-05-18,2025-06-17
FIN055-000876,2025-04-18,P05,material,1556.83,PEN,2025-05-18,2025-06-21
FIN055-000877,2025-04-19,P02,servicio,518.66,USD,2025-05-19,2025-05-15
FIN055-000878,2025-04-19,P07,alquiler,2742.0,PEN,2025-05-19,2025-05-09
FIN055-000879,2025-04-20,P08,material,449.12,PEN,2025-05-05,2025-06-06
FIN055-000880,2025-04-20,P11,alquiler,580.8,USD,2025-05-05,2025-05-06
FIN055-000881,2025-04-21,P03,servicio,4215.16,PEN,2025-06-05,2025-06-25
FIN055-000882,2025-04-22,P07,material,1763.51,USD,2025-06-06,2025-07-01
FIN055-000883,2025-04-22,P01,material,1309.68,USD,2025-06-06,2025-06-29
FIN055-000884,2025-04-23,P12,alquiler,225.14,USD,2025-06-07,2025-06-16
FIN055-000885,2025-04-23,P01,servicio,1602.59,PEN,2025-05-08,2025-05-06
FIN055-000886,2025-04-24,P04,alquiler,2439.13,USD,2025-05-24,2025-05-24
FIN055-000887,2025-04-24,P04,alquiler,346.3,PEN,2025-05-09,2025-04-27
FIN055-000888,2025-04-25,P04,alquiler,79.01,PEN,2025-05-10,2025-05-24
FIN055-000889,2025-04-25,P01,alquiler,2991.28,PEN,2025-06-09,2025-07-09
FIN055-000890,2025-04-26,P09,servicio,1953.05,PEN,2025-05-26,2025-05-27
FIN055-000891,2025-04-26,P10,alquiler,1242.76,USD,2025-05-26,
FIN055-000892,2025-04-27,P11,servicio,861.36,PEN,2025-05-27,
FIN055-000893,2025-04-28,P02,alquiler,108.48,USD,2025-05-28,
FIN055-000894,2025-04-28,P02,material,227.96,USD,2025-05-28,2025-06-13
FIN055-000895,2025-04-29,P06,material,480.42,PEN,2025-05-29,2025-07-01
FIN055-000896,2025-04-29,P03,alquiler,8109.86,USD,2025-06-13,2025-07-13
FIN055-000897,2025-04-30,P01,alquiler,332.32,PEN,2025-06-14,
FIN055-000898,2025-04-30,P03,servicio,86.08,PEN,2025-06-14,2025-06-07
FIN055-000899,2025-05-01,P11,material,1358.49,USD,2025-06-15,2025-06-04
FIN055-000900,2025-05-01,P11,servicio,850.55,PEN,2025-05-31,2025-06-28
FIN055-000901,2025-05-02,P08,servicio,1978.84,PEN,2025-06-01,2025-07-03
FIN055-000902,2025-05-02,P04,material,390.52,PEN,2025-05-17,
FIN055-000903,2025-05-03,P09,servicio,1047.09,USD,2025-05-18,2025-05-06
FIN055-000904,2025-05-03,P05,alquiler,958.67,PEN,2025-06-17,
FIN055-000905,2025-05-04,P01,servicio,387.47,PEN,2025-05-19,2025-05-10
FIN055-000906,2025-05-05,P11,servicio,501.55,PEN,2025-06-04,2025-07-09
FIN055-000907,2025-05-05,P08,material,2906.08,PEN,2025-06-04,2025-06-20
FIN055-000908,2025-05-06,P02,material,377.72,PEN,2025-06-05,2025-06-03
FIN055-000909,2025-05-06,P05,material,1504.85,PEN,2025-05-21,2025-06-25
FIN055-000910,2025-05-07,P06,alquiler,215.27,USD,2025-06-06,2025-07-09
FIN055-000911,2025-05-07,P07,servicio,123.04,PEN,2025-06-06,2025-06-13
FIN055-000912,2025-05-08,P11,alquiler,182.06,USD,2025-06-07,2025-07-09
FIN055-000913,2025-05-08,P05,servicio,364.86,USD,2025-05-23,2025-06-12
FIN055-000914,2025-05-09,P09,material,,PEN,2025-05-24,2025-06-17
FIN055-000915,2025-05-09,P01,servicio,210.27,USD,2025-06-23,2025-06-21
FIN055-000916,2025-05-10,P09,material,323.92,PEN,2025-05-25,2025-05-17
FIN055-000917,2025-05-10,P07,alquiler,138.15,USD,2025-06-09,2025-06-14
FIN055-000918,2025-05-11,P01,material,428.25,USD,2025-05-26,2025-05-20
FIN055-000919,2025-05-12,P09,material,2028.8,USD,2025-05-27,2025-05-18
FIN055-000920,2025-05-12,P04,material,426.31,USD,2025-05-27,2025-05-25
FIN055-000921,2025-05-13,P11,material,649.91,USD,2025-06-12,2025-06-12
FIN055-000922,2025-05-13,P08,alquiler,1488.81,PEN,2025-06-27,2025-07-28
FIN055-000923,2025-05-14,P09,material,1104.9,USD,2025-05-29,
FIN055-000924,2025-05-14,P08,servicio,6465.53,PEN,2025-06-28,2025-07-03
FIN055-000925,2025-05-15,P02,material,824.77,PEN,2025-06-14,2025-06-09
FIN055-000926,2025-05-15,P03,alquiler,1165.63,PEN,2025-06-29,2025-06-30
FIN055-000927,2025-05-16,P08,material,1562.45,PEN,2025-06-30,2025-07-30
FIN055-000928,2025-05-16,P10,servicio,911.46,PEN,2025-06-15,2025-07-11
FIN055-000929,2025-05-17,P07,servicio,741.55,USD,2025-07-01,2025-06-24
FIN055-000930,2025-05-18,P04,alquiler,2000.81,USD,2025-06-02,2025-06-19
FIN055-000931,2025-05-18,P09,material,898.75,PEN,2025-06-17,
FIN055-000932,2025-05-19,P12,servicio,651.72,PEN,2025-07-03,2025-07-06
FIN055-000933,2025-05-19,P10,alquiler,408.86,USD,2025-07-03,2025-06-23
FIN055-000934,2025-05-20,P08,servicio,441.98,PEN,2025-07-04,2025-08-05
FIN055-000935,2025-05-20,P02,servicio,1301.46,PEN,2025-06-19,
FIN055-000936,2025-05-21,P06,alquiler,1200.07,PEN,2025-06-20,2025-06-13
FIN055-000937,2025-05-21,P06,alquiler,271.95,PEN,2025-06-20,2025-07-01
FIN055-000938,2025-05-22,P07,material,8830.08,PEN,2025-06-06,2025-06-19
FIN055-000939,2025-05-22,P02,servicio,1163.97,PEN,2025-07-06,2025-07-02
FIN055-000940,2025-05-23,P03,servicio,954.9,PEN,2025-07-07,
FIN055-000941,2025-05-23,P03,alquiler,178.73,USD,2025-06-07,2025-06-06
FIN055-000942,2025-05-24,P10,material,306.93,PEN,2025-06-08,2025-06-30
FIN055-000943,2025-05-25,P11,alquiler,1165.33,PEN,2025-07-09,
FIN055-000944,2025-05-25,P08,alquiler,153.8,USD,2025-07-09,2025-07-29
FIN055-000945,2025-05-26,P07,servicio,2354.28,PEN,2025-07-10,2025-07-10
FIN055-000946,2025-05-26,P11,alquiler,2121.44,USD,2025-07-10,2025-07-02
FIN055-000947,2025-05-27,P06,alquiler,3384.1,PEN,2025-06-11,2025-06-17
FIN055-000948,2025-05-27,P06,alquiler,215.02,USD,2025-06-11,2025-06-05
FIN055-000949,2025-05-28,P05,material,1102.29,PEN,2025-06-12,2025-06-07
FIN055-000950,2025-05-28,P02,alquiler,462.54,PEN,2025-06-27,2025-07-21
FIN055-000951,2025-05-29,P01,alquiler,947.07,PEN,2025-07-13,2025-07-11
FIN055-000952,2025-05-29,P03,alquiler,757.93,PEN,2025-06-13,2025-07-09
FIN055-000953,2025-05-30,P06,servicio,3615.52,PEN,2025-06-29,
FIN055-000954,2025-05-31,P11,servicio,161.13,USD,2025-06-15,2025-07-07
FIN055-000955,2025-05-31,P11,material,381.57,PEN,2025-06-15,2025-07-03
FIN055-000956,2025-06-01,P01,material,1906.83,PEN,2025-07-16,
FIN055-000957,2025-06-01,P04,servicio,140.62,PEN,2025-06-16,2025-06-10
FIN055-000958,2025-06-02,P11,servicio,199.67,PEN,2025-06-17,2025-06-25
FIN055-000959,2025-06-02,P09,servicio,957.16,PEN,2025-06-17,2025-07-14
FIN055-000960,2025-06-03,P03,alquiler,375.55,USD,2025-06-18,2025-07-14
FIN055-000961,2025-06-03,P08,alquiler,761.04,PEN,2025-06-18,2025-07-06
FIN055-000962,2025-06-04,P06,alquiler,547.2,USD,2025-07-04,
FIN055-000963,2025-06-04,P09,material,282.82,USD,2025-06-19,
FIN055-000964,2025-06-05,P12,material,1057.89,USD,2025-06-20,2025-07-16
FIN055-000965,2025-06-05,P10,alquiler,515.77,PEN,2025-07-20,2025-08-09
FIN055-000966,2025-06-06,P05,alquiler,682.84,PEN,2025-07-21,2025-08-10
FIN055-000967,2025-06-07,P09,alquiler,141.47,USD,2025-07-22,2025-07-23
FIN055-000968,2025-06-07,P10,alquiler,431.23,USD,2025-07-22,2025-08-21
FIN055-000969,2025-06-08,P11,servicio,350.71,PEN,2025-07-23,2025-08-09
FIN055-000970,2025-06-08,P08,servicio,1151.92,PEN,2025-07-23,2025-08-20
FIN055-000971,2025-06-09,P06, ALQUILER ,1601.84,PEN,2025-07-09,2025-07-18
FIN055-000972,2025-06-09,P05,alquiler,778.95,PEN,2025-06-24,2025-07-29
FIN055-000973,2025-06-10,P12,alquiler,3436.56,PEN,2025-07-10,2025-07-28
FIN055-000974,2025-06-10,P12,material,306.23,PEN,2025-07-25,2025-07-25
FIN055-000975,2025-06-11,P05,material,1615.11,USD,2025-06-26,2025-07-03
FIN055-000976,2025-06-11,P02,servicio,873.15,USD,2025-07-26,2025-07-25
FIN055-000977,2025-06-12,P06,material,223.57,USD,2025-07-12,2025-08-08
FIN055-000978,2025-06-13,P11,material,303.55,USD,2025-07-28,2025-08-22
FIN055-000979,2025-06-13,P02,servicio,1077.02,PEN,2025-07-28,
FIN055-000980,2025-06-14,P06,alquiler,2057.25,PEN,2025-07-14,2025-07-15
FIN055-000981,2025-06-14,P03,material,8776.46,PEN,2025-07-29,2025-08-03
FIN055-000982,2025-06-15,P11,alquiler,2107.86,PEN,2025-07-15,2025-07-17
