registro_id,fecha,muestra,replica,instrumento,concentracion,limite,bajo_limite,unidad
LAB058-000759,2024-02-01,Q00127,3,A,7.42,2,0,mg/L
LAB058-000760,2024-02-01,Q00127,1,B,7.957,3,0,mg/L
LAB058-000761,2024-02-01,Q00127,2,B,8.329,3,0,mg/L
LAB058-000762,2024-02-01,Q00127,3,B,7.195,3,0,mg/L
LAB058-000763,2024-02-01,Q00128,1,A,4.231,2,0,mg/L
LAB058-000764,2024-02-01,Q00128,2,A,3.336,2,0,mg/L
LAB058-000765,2024-02-01,Q00128,3,A,3.893,2,0,mg/L
LAB058-000766,2024-02-01,Q00128,1,B,,3,1,mg/L
LAB058-000767,2024-02-01,Q00128,2,B,3.914,3,0,mg/L
LAB058-000768,2024-02-01,Q00128,3,B,5.057,3,0,mg/L
LAB058-000769,2024-02-02,Q00129,1,A,37.143,2,0,mg/L
LAB058-000770,2024-02-02,Q00129,2,A,36.385,2,0,mg/L
LAB058-000771,2024-02-02,Q00129,3,A,37.226,2,0,mg/L
LAB058-000772,2024-02-02,Q00129,1,B,37.699,3,0,mg/L
LAB058-000773,2024-02-02,Q00129,2,B,38.113,3,0,mg/L
LAB058-000774,2024-02-02,Q00129,3,B,38.634,3,0,mg/L
LAB058-000775,2024-02-02,Q00130,1,A,4.867,2,0,mg/L
LAB058-000776,2024-02-02,Q00130,2,A,4.914,2,0,mg/L
LAB058-000777,2024-02-02,Q00130,3,A,4.508,2,0, MG/L 
LAB058-000778,2024-02-02,Q00130,1,B,4.028,3,0,mg/L
LAB058-000779,2024-02-02,Q00130,2,B,4.387,3,0,mg/L
LAB058-000780,2024-02-02,Q00130,3,B,6.193,3,0,mg/L
LAB058-000781,2024-02-02,Q00131,1,A,10.344,2,0,mg/L
LAB058-000782,2024-02-02,Q00131,2,A,11.519,2,0,mg/L
LAB058-000783,2024-02-02,Q00131,3,A,10.969,2,0,mg/L
LAB058-000784,2024-02-02,Q00131,1,B,12.507,3,0,mg/L
LAB058-000785,2024-02-02,Q00131,2,B,11.954,3,0,mg/L
LAB058-000786,2024-02-02,Q00131,3,B,12.647,3,0,mg/L
LAB058-000787,2024-02-02,Q00132,1,A,16.404,2,0,mg/L
LAB058-000788,2024-02-02,Q00132,2,A,16.927,2,0,mg/L
LAB058-000789,2024-02-02,Q00132,3,A,17.845,2,0,mg/L
LAB058-000790,2024-02-02,Q00132,1,B,18.34,3,0,mg/L
LAB058-000791,2024-02-02,Q00132,2,B,17.148,3,0,mg/L
LAB058-000792,2024-02-02,Q00132,3,B,18.048,3,0,mg/L
LAB058-000793,2024-02-03,Q00133,1,A,7.525,2,0,mg/L
LAB058-000794,2024-02-03,Q00133,2,A,8.351,2,0,mg/L
LAB058-000795,2024-02-03,Q00133,3,A,7.65,2,0,mg/L
LAB058-000796,2024-02-03,Q00133,1,B,8.463,3,0,mg/L
LAB058-000797,2024-02-03,Q00133,2,B,8.873,3,0,mg/L
LAB058-000798,2024-02-03,Q00133,3,B,8.297,3,0,mg/L
LAB058-000799,2024-02-03,Q00134,1,A,6.286,2,0,mg/L
LAB058-000800,2024-02-03,Q00134,2,A,7.066,2,0,mg/L
LAB058-000801,2024-02-03,Q00134,3,A,6.023,2,0,mg/L
LAB058-000802,2024-02-03,Q00134,1,B,6.903,3,0,mg/L
LAB058-000803,2024-02-03,Q00134,2,B,6.807,3,0,mg/L
LAB058-000804,2024-02-03,Q00134,3,B,6.907,3,0,mg/L
LAB058-000805,2024-02-03,Q00135,1,A,,2,1,mg/L
LAB058-000806,2024-02-03,Q00135,2,A,,2,1,mg/L
LAB058-000807,2024-02-03,Q00135,3,A,2.596,2,0,mg/L
LAB058-000808,2024-02-03,Q00135,1,B,3.627,3,0,mg/L
LAB058-000809,2024-02-03,Q00135,2,B,,3,1,mg/L
LAB058-000810,2024-02-03,Q00135,3,B,3.768,3,0,mg/L
LAB058-000811,2024-02-03,Q00136,1,A,8.358,2,0,mg/L
LAB058-000812,2024-02-03,Q00136,2,A,8.791,2,0,mg/L
LAB058-000813,2024-02-03,Q00136,3,A,9.037,2,0,mg/L
LAB058-000814,2024-02-03,Q00136,1,B,9.641,3,0,mg/L
LAB058-000815,2024-02-03,Q00136,2,B,8.323,3,0,mg/L
LAB058-000816,2024-02-03,Q00136,3,B,9.065,3,0,mg/L
LAB058-000817,2024-02-04,Q00137,1,A,9.961,2,0,mg/L
LAB058-000818,2024-02-04,Q00137,2,A,9.456,2,0,mg/L
LAB058-000819,2024-02-04,Q00137,3,A,9.564,2,0,mg/L
LAB058-000820,2024-02-04,Q00137,1,B,11.928,3,0,mg/L
LAB058-000821,2024-02-04,Q00137,2,B,10.391,3,0,mg/L
LAB058-000822,2024-02-04,Q00137,3,B,9.912,3,0,mg/L
LAB058-000823,2024-02-04,Q00138,1,A,11.461,2,0,mg/L
LAB058-000824,2024-02-04,Q00138,2,A,10.879,2,0,mg/L
LAB058-000825,2024-02-04,Q00138,3,A,9.964,2,0,mg/L
LAB058-000826,2024-02-04,Q00138,1,B,11.585,3,0,mg/L
LAB058-000827,2024-02-04,Q00138,2,B,11.769,3,0,mg/L
LAB058-000828,2024-02-04,Q00138,3,B,11.679,3,0,mg/L
LAB058-000829,2024-02-04,Q00139,1,A,10.429,2,0,mg/L
LAB058-000830,2024-02-04,Q00139,2,A,9.421,2,0,mg/L
LAB058-000831,2024-02-04,Q00139,3,A,,2,0,mg/L
LAB058-000832,2024-02-04,Q00139,1,B,11.566,3,0,mg/L
LAB058-000833,2024-02-04,Q00139,2,B,10.598,3,0,mg/L
LAB058-000834,2024-02-04,Q00139,3,B,10.176,3,0,mg/L
LAB058-000835,2024-02-04,Q00140,1,A,4.558,2,0,mg/L
LAB058-000836,2024-02-04,Q00140,2,A,4.213,2,0,mg/L
LAB058-000837,2024-02-04,Q00140,3,A,5.03,2,0,mg/L
LAB058-000838,2024-02-04,Q00140,1,B,5.681,3,0,mg/L
LAB058-000839,2024-02-04,Q00140,2,B,5.372,3,0,mg/L
LAB058-000840,2024-02-04,Q00140,3,B,5.438,3,0,mg/L
LAB058-000841,2024-02-05,Q00141,1,A,12.271,2,0,mg/L
LAB058-000842,2024-02-05,Q00141,2,A,10.059,2,0,mg/L
LAB058-000843,2024-02-05,Q00141,3,A,11.843,2,0,mg/L
LAB058-000844,2024-02-05,Q00141,1,B,11.269,3,0,mg/L
LAB058-000845,2024-02-05,Q00141,2,B,"11,299",3,0,mg/L
LAB058-000846,2024-02-05,Q00141,3,B,12.072,3,0,mg/L
LAB058-000847,2024-02-05,Q00142,1,A,6.583,2,0,mg/L
LAB058-000848,2024-02-05,Q00142,2,A,4.891,2,0,mg/L
LAB058-000849,2024-02-05,Q00142,3,A,6.576,2,0,mg/L
LAB058-000850,2024-02-05,Q00142,1,B,7.781,3,0,mg/L
LAB058-000851,2024-02-05,Q00142,2,B,7.058,3,0,mg/L
LAB058-000852,2024-02-05,Q00142,3,B,6.78,3,0,mg/L
LAB058-000853,2024-02-05,Q00143,1,A,6.546,2,0,mg/L
LAB058-000854,2024-02-05,Q00143,2,A,7.675,2,0,mg/L
LAB058-000855,2024-02-05,Q00143,3,A,6.576,2,0,mg/L
LAB058-000856,2024-02-05,Q00143,1,B,7.21,3,0,mg/L
LAB058-000857,2024-02-05,Q00143,2,B,6.944,3,0,mg/L
LAB058-000858,2024-02-05,Q00143,3,B,8.489,3,0,mg/L
LAB058-000859,2024-02-05,Q00144,1,A,6.101,2,0,mg/L
LAB058-000860,2024-02-05,Q00144,2,A,7.135,2,0,mg/L
LAB058-000861,2024-02-05,Q00144,3,A,6.721,2,0,mg/L
LAB058-000862,2024-02-05,Q00144,1,B,7.882,3,0,mg/L
LAB058-000863,2024-02-05,Q00144,2,B,8.141,3,0,mg/L
LAB058-000864,2024-02-05,Q00144,3,B,9.034,3,0,mg/L
LAB058-000865,2024-02-06,Q00145,1,A,6.601,2,0,mg/L
LAB058-000866,2024-02-06,Q00145,2,A,6.629,2,0,mg/L
LAB058-000867,2024-02-06,Q00145,3,A,6.584,2,0,mg/L
LAB058-000868,2024-02-06,Q00145,1,B,7.105,3,0,mg/L
LAB058-000869,2024-02-06,Q00145,2,B,5.832,3,0,mg/L
LAB058-000870,2024-02-06,Q00145,3,B,7.355,3,0,mg/L
LAB058-000871,2024-02-06,Q00146,1,A,10.703,2,0,mg/L
LAB058-000872,2024-02-06,Q00146,2,A,12.281,2,0,mg/L
LAB058-000873,2024-02-06,Q00146,3,A,11.368,2,0,mg/L
LAB058-000874,2024-02-06,Q00146,1,B,11.598,3,0, MG/L 
LAB058-000875,2024-02-06,Q00146,2,B,12.275,3,0,mg/L
LAB058-000876,2024-02-06,Q00146,3,B,11.149,3,0,mg/L
LAB058-000877,2024-02-06,Q00147,1,A,12.592,2,0,mg/L
LAB058-000878,2024-02-06,Q00147,2,A,11.588,2,0,mg/L
LAB058-000879,2024-02-06,Q00147,3,A,14.465,2,0,mg/L
LAB058-000880,2024-02-06,Q00147,1,B,13.373,3,0,mg/L
LAB058-000881,2024-02-06,Q00147,2,B,13.491,3,0,mg/L
LAB058-000882,2024-02-06,Q00147,3,B,13.361,3,0,mg/L
LAB058-000883,2024-02-06,Q00148,1,A,20.941,2,0,mg/L
LAB058-000884,2024-02-06,Q00148,2,A,21.083,2,0,mg/L
LAB058-000885,2024-02-06,Q00148,3,A,19.708,2,0,mg/L
LAB058-000886,2024-02-06,Q00148,1,B,20.505,3,0,mg/L
LAB058-000887,2024-02-06,Q00148,2,B,20.849,3,0,mg/L
LAB058-000888,2024-02-06,Q00148,3,B,20.42,3,0,mg/L
LAB058-000889,2024-02-07,Q00149,1,A,12.575,2,0,mg/L
LAB058-000890,2024-02-07,Q00149,2,A,11.362,2,0,mg/L
LAB058-000891,2024-02-07,Q00149,3,A,10.856,2,0,mg/L
LAB058-000892,2024-02-07,Q00149,1,B,12.634,3,0,mg/L
LAB058-000893,2024-02-07,Q00149,2,B,11.285,3,0,mg/L
LAB058-000894,2024-02-07,Q00149,3,B,11.483,3,0,mg/L
LAB058-000895,2024-02-07,Q00150,1,A,3.644,2,0,mg/L
LAB058-000896,2024-02-07,Q00150,2,A,3.946,2,0,mg/L
LAB058-000897,2024-02-07,Q00150,3,A,2.891,2,0,mg/L
LAB058-000898,2024-02-07,Q00150,1,B,3.705,3,0,mg/L
LAB058-000899,2024-02-07,Q00150,2,B,3.927,3,0,mg/L
LAB058-000900,2024-02-07,Q00150,3,B,4.675,3,0,mg/L
LAB058-000901,2024-02-07,Q00151,1,A,19.46,2,0,mg/L
LAB058-000902,2024-02-07,Q00151,2,A,19.693,2,0,mg/L
LAB058-000903,2024-02-07,Q00151,3,A,19.069,2,0,mg/L
LAB058-000904,2024-02-07,Q00151,1,B,20.139,3,0,mg/L
LAB058-000905,2024-02-07,Q00151,2,B,20.26,3,0,mg/L
LAB058-000906,2024-02-07,Q00151,3,B,20.342,3,0,mg/L
LAB058-000907,2024-02-07,Q00152,1,A,2.131,2,0,mg/L
LAB058-000908,2024-02-07,Q00152,2,A,4.64,2,0,mg/L
LAB058-000909,2024-02-07,Q00152,3,A,3.435,2,0,mg/L
LAB058-000910,2024-02-07,Q00152,1,B,3.85,3,0,mg/L
LAB058-000911,2024-02-07,Q00152,2,B,4.855,3,0,mg/L
LAB058-000912,2024-02-07,Q00152,3,B,4.655,3,0,mg/L
LAB058-000913,2024-02-08,Q00153,1,A,15.182,2,0,mg/L
LAB058-000914,2024-02-08,Q00153,2,A,,2,0,mg/L
LAB058-000915,2024-02-08,Q00153,3,A,14.324,2,0,mg/L
LAB058-000916,2024-02-08,Q00153,1,B,14.646,3,0,mg/L
LAB058-000917,2024-02-08,Q00153,2,B,15.271,3,0,mg/L
LAB058-000918,2024-02-08,Q00153,3,B,15.118,3,0,mg/L
LAB058-000919,2024-02-08,Q00154,1,A,30.145,2,0,mg/L
LAB058-000920,2024-02-08,Q00154,2,A,29.076,2,0,mg/L
LAB058-000921,2024-02-08,Q00154,3,A,29.591,2,0,mg/L
LAB058-000922,2024-02-08,Q00154,1,B,29.08,3,0,mg/L
LAB058-000923,2024-02-08,Q00154,2,B,30.002,3,0,mg/L
LAB058-000924,2024-02-08,Q00154,3,B,31.255,3,0,mg/L
LAB058-000925,2024-02-08,Q00155,1,A,10.154,2,0,mg/L
LAB058-000926,2024-02-08,Q00155,2,A,10.194,2,0,mg/L
LAB058-000927,2024-02-08,Q00155,3,A,10.558,2,0,mg/L
LAB058-000928,2024-02-08,Q00155,1,B,11.063,3,0,mg/L
LAB058-000929,2024-02-08,Q00155,2,B,11.835,3,0,mg/L
LAB058-000930,2024-02-08,Q00155,3,B,10.797,3,0,mg/L
LAB058-000931,2024-02-08,Q00156,1,A,2.431,2,0,mg/L
LAB058-000932,2024-02-08,Q00156,2,A,2.301,2,0,mg/L
LAB058-000933,2024-02-08,Q00156,3,A,,2,1,mg/L
LAB058-000934,2024-02-08,Q00156,1,B,,3,1,mg/L
LAB058-000935,2024-02-08,Q00156,2,B,3.273,3,0,mg/L
LAB058-000936,2024-02-08,Q00156,3,B,,3,1,mg/L
LAB058-000937,2024-02-09,Q00157,1,A,10.142,2,0,mg/L
LAB058-000938,2024-02-09,Q00157,2,A,10.396,2,0,mg/L
LAB058-000939,2024-02-09,Q00157,3,A,10.547,2,0,mg/L
LAB058-000940,2024-02-09,Q00157,1,B,10.912,3,0,mg/L
LAB058-000941,2024-02-09,Q00157,2,B,10.879,3,0,mg/L
LAB058-000942,2024-02-09,Q00157,3,B,10.574,3,0,mg/L
LAB058-000943,2024-02-09,Q00158,1,A,13.221,2,0,mg/L
LAB058-000944,2024-02-09,Q00158,2,A,12.341,2,0,mg/L
LAB058-000945,2024-02-09,Q00158,3,A,11.5,2,0,mg/L
LAB058-000946,2024-02-09,Q00158,1,B,12.939,3,0,mg/L
LAB058-000947,2024-02-09,Q00158,2,B,13.443,3,0,mg/L
LAB058-000948,2024-02-09,Q00158,3,B,12.778,3,0,mg/L
LAB058-000949,2024-02-09,Q00159,1,A,3.118,2,0,mg/L
LAB058-000950,2024-02-09,Q00159,2,A,2.788,2,0,mg/L
LAB058-000951,2024-02-09,Q00159,3,A,3.057,2,0,mg/L
LAB058-000952,2024-02-09,Q00159,1,B,4.758,3,0,mg/L
LAB058-000953,2024-02-09,Q00159,2,B,4.205,3,0,mg/L
LAB058-000954,2024-02-09,Q00159,3,B,4.884,3,0,mg/L
LAB058-000955,2024-02-09,Q00160,1,A,5.524,2,0,mg/L
LAB058-000956,2024-02-09,Q00160,2,A,5.445,2,0,mg/L
LAB058-000957,2024-02-09,Q00160,3,A,5.621,2,0,mg/L
LAB058-000958,2024-02-09,Q00160,1,B,5.939,3,0,mg/L
LAB058-000959,2024-02-09,Q00160,2,B,6.338,3,0,mg/L
LAB058-000960,2024-02-09,Q00160,3,B,5.587,3,0,mg/L
LAB058-000961,2024-02-10,Q00161,1,A,5.851,2,0,mg/L
LAB058-000962,2024-02-10,Q00161,2,A,5.125,2,0,mg/L
LAB058-000963,2024-02-10,Q00161,3,A,5.124,2,0,mg/L
LAB058-000964,2024-02-10,Q00161,1,B,8.095,3,0,mg/L
LAB058-000965,2024-02-10,Q00161,2,B,6.712,3,0,mg/L
LAB058-000966,2024-02-10,Q00161,3,B,6.079,3,0,mg/L
LAB058-000967,2024-02-10,Q00162,1,A,11.074,2,0,mg/L
LAB058-000968,2024-02-10,Q00162,2,A,9.588,2,0,mg/L
LAB058-000969,2024-02-10,Q00162,3,A,12.012,2,0,mg/L
LAB058-000970,2024-02-10,Q00162,1,B,10.755,3,0,mg/L
LAB058-000971,2024-02-10,Q00162,2,B,11.108,3,0, MG/L 
LAB058-000972,2024-02-10,Q00162,3,B,11.007,3,0,mg/L
LAB058-000973,2024-02-10,Q00163,1,A,15.812,2,0,mg/L
LAB058-000974,2024-02-10,Q00163,2,A,16.156,2,0,mg/L
LAB058-000975,2024-02-10,Q00163,3,A,15.969,2,0,mg/L
LAB058-000976,2024-02-10,Q00163,1,B,16.254,3,0,mg/L
LAB058-000977,2024-02-10,Q00163,2,B,16.65,3,0,mg/L
LAB058-000978,2024-02-10,Q00163,3,B,15.807,3,0,mg/L
LAB058-000979,2024-02-10,Q00164,1,A,3.962,2,0,mg/L
LAB058-000980,2024-02-10,Q00164,2,A,3.264,2,0,mg/L
LAB058-000981,2024-02-10,Q00164,3,A,2.666,2,0,mg/L
LAB058-000982,2024-02-10,Q00164,1,B,3.951,3,0,mg/L
LAB058-000983,2024-02-10,Q00164,2,B,,3,1,mg/L
LAB058-000984,2024-02-10,Q00164,3,B,3.535,3,0,mg/L
LAB058-000985,2024-02-11,Q00165,1,A,,2,1,mg/L
LAB058-000986,2024-02-11,Q00165,2,A,2.277,2,0,mg/L
LAB058-000987,2024-02-11,Q00165,3,A,3.118,2,0,mg/L
LAB058-000988,2024-02-11,Q00165,1,B,3.756,3,0,mg/L
LAB058-000989,2024-02-11,Q00165,2,B,3.501,3,0,mg/L
LAB058-000990,2024-02-11,Q00165,3,B,,3,1,mg/L
LAB058-000991,2024-02-11,Q00166,1,A,7.373,2,0,mg/L
LAB058-000992,2024-02-11,Q00166,2,A,8.203,2,0,mg/L
LAB058-000993,2024-02-11,Q00166,3,A,7.915,2,0,mg/L
LAB058-000994,2024-02-11,Q00166,1,B,7.985,3,0,mg/L
LAB058-000995,2024-02-11,Q00166,2,B,9.437,3,0,mg/L
LAB058-000996,2024-02-11,Q00166,3,B,9.019,3,0,mg/L
LAB058-000997,2024-02-11,Q00167,1,A,,2,0,mg/L
LAB058-000998,2024-02-11,Q00167,2,A,,2,1,mg/L
LAB058-000999,2024-02-11,Q00167,3,A,,2,1,mg/L
LAB058-001000,2024-02-11,Q00167,1,B,3.704,3,0,mg/L
LAB058-001001,2024-02-11,Q00167,2,B,3.114,3,0,mg/L
LAB058-001002,2024-02-11,Q00167,3,B,,3,1,mg/L
LAB058-001003,2024-02-11,Q00168,1,A,13.329,2,0,mg/L
LAB058-001004,2024-02-11,Q00168,2,A,13.625,2,0,mg/L
LAB058-001005,2024-02-11,Q00168,3,A,13.977,2,0,mg/L
LAB058-001006,2024-02-11,Q00168,1,B,14.382,3,0,mg/L
LAB058-001007,2024-02-11,Q00168,2,B,14.842,3,0,mg/L
LAB058-001008,2024-02-11,Q00168,3,B,13.72,3,0,mg/L
LAB058-001009,2024-02-12,Q00169,1,A,8.894,2,0,mg/L
LAB058-001010,2024-02-12,Q00169,2,A,8.966,2,0,mg/L
LAB058-001011,2024-02-12,Q00169,3,A,8.355,2,0,mg/L
LAB058-001012,2024-02-12,Q00169,1,B,10.03,3,0,mg/L
LAB058-001013,2024-02-12,Q00169,2,B,8.845,3,0,mg/L
LAB058-001014,2024-02-12,Q00169,3,B,9.966,3,0,mg/L
LAB058-001015,2024-02-12,Q00170,1,A,5.835,2,0,mg/L
LAB058-001016,2024-02-12,Q00170,2,A,5.098,2,0,mg/L
LAB058-001017,2024-02-12,Q00170,3,A,4.995,2,0,mg/L
LAB058-001018,2024-02-12,Q00170,1,B,6.473,3,0,mg/L
LAB058-001019,2024-02-12,Q00170,2,B,6.797,3,0,mg/L
LAB058-001020,2024-02-12,Q00170,3,B,7.205,3,0,mg/L
LAB058-001021,2024-02-12,Q00171,1,A,12.518,2,0,mg/L
LAB058-001022,2024-02-12,Q00171,2,A,12.759,2,0,mg/L
LAB058-001023,2024-02-12,Q00171,3,A,12.122,2,0,mg/L
LAB058-001024,2024-02-12,Q00171,1,B,11.723,3,0,mg/L
LAB058-001025,2024-02-12,Q00171,2,B,11.527,3,0,mg/L
LAB058-001026,2024-02-12,Q00171,3,B,12.597,3,0,mg/L
LAB058-001027,2024-02-12,Q00172,1,A,5.644,2,0,mg/L
LAB058-001028,2024-02-12,Q00172,2,A,5.914,2,0,mg/L
LAB058-001029,2024-02-12,Q00172,3,A,5.901,2,0,mg/L
LAB058-001030,2024-02-12,Q00172,1,B,6.833,3,0,mg/L
LAB058-001031,2024-02-12,Q00172,2,B,6.689,3,0,mg/L
LAB058-001032,2024-02-12,Q00172,3,B,7.51,3,0,mg/L
LAB058-001033,2024-02-13,Q00173,1,A,28.227,2,0,mg/L
LAB058-001034,2024-02-13,Q00173,2,A,27.808,2,0,mg/L
LAB058-001035,2024-02-13,Q00173,3,A,28.422,2,0,mg/L
LAB058-001036,2024-02-13,Q00173,1,B,28.757,3,0,mg/L
LAB058-001037,2024-02-13,Q00173,2,B,29.376,3,0,mg/L
LAB058-001038,2024-02-13,Q00173,3,B,28.996,3,0,mg/L
LAB058-001039,2024-02-13,Q00174,1,A,2.148,2,0,mg/L
LAB058-001040,2024-02-13,Q00174,2,A,,2,1,mg/L
LAB058-001041,2024-02-13,Q00174,3,A,2.791,2,0,mg/L
LAB058-001042,2024-02-13,Q00174,1,B,3.089,3,0,mg/L
LAB058-001043,2024-02-13,Q00174,2,B,,3,1,mg/L
LAB058-001044,2024-02-13,Q00174,3,B,3.372,3,0,mg/L
LAB058-001045,2024-02-13,Q00175,1,A,6.59,2,0,mg/L
LAB058-001046,2024-02-13,Q00175,2,A,6.89,2,0,mg/L
LAB058-001047,2024-02-13,Q00175,3,A,6.401,2,0,mg/L
LAB058-001048,2024-02-13,Q00175,1,B,7.252,3,0,mg/L
LAB058-001049,2024-02-13,Q00175,2,B,8.399,3,0,mg/L
LAB058-001050,2024-02-13,Q00175,3,B,8.58,3,0,mg/L
LAB058-001051,2024-02-13,Q00176,1,A,9.569,2,0,mg/L
LAB058-001052,2024-02-13,Q00176,2,A,7.933,2,0,mg/L
LAB058-001053,2024-02-13,Q00176,3,A,7.937,2,0,mg/L
LAB058-001054,2024-02-13,Q00176,1,B,9.882,3,0,mg/L
LAB058-001055,2024-02-13,Q00176,2,B,10.205,3,0,mg/L
LAB058-001056,2024-02-13,Q00176,3,B,"9,346",3,0,mg/L
LAB058-001057,2024-02-14,Q00177,1,A,4.905,2,0,mg/L
LAB058-001058,2024-02-14,Q00177,2,A,4.05,2,0,mg/L
LAB058-001059,2024-02-14,Q00177,3,A,4.397,2,0,mg/L
LAB058-001060,2024-02-14,Q00177,1,B,4.912,3,0,mg/L
LAB058-001061,2024-02-14,Q00177,2,B,5.959,3,0,mg/L
LAB058-001062,2024-02-14,Q00177,3,B,4.646,3,0,mg/L
LAB058-001063,2024-02-14,Q00178,1,A,21.509,2,0,mg/L
LAB058-001064,2024-02-14,Q00178,2,A,19.848,2,0,mg/L
LAB058-001065,2024-02-14,Q00178,3,A,20.099,2,0,mg/L
LAB058-001066,2024-02-14,Q00178,1,B,22.438,3,0,mg/L
LAB058-001067,2024-02-14,Q00178,2,B,20.902,3,0,mg/L
LAB058-001068,2024-02-14,Q00178,3,B,21.251,3,0, MG/L 
LAB058-001069,2024-02-14,Q00179,1,A,99.505,2,0,mg/L
LAB058-001070,2024-02-14,Q00179,2,A,99.334,2,0,mg/L
LAB058-001071,2024-02-14,Q00179,3,A,99.348,2,0,mg/L
LAB058-001072,2024-02-14,Q00179,1,B,99.711,3,0,mg/L
LAB058-001073,2024-02-14,Q00179,2,B,99.687,3,0,mg/L
LAB058-001074,2024-02-14,Q00179,3,B,100.391,3,0,mg/L
LAB058-001075,2024-02-14,Q00180,1,A,6.117,2,0,mg/L
LAB058-001076,2024-02-14,Q00180,2,A,6.485,2,0,mg/L
LAB058-001077,2024-02-14,Q00180,3,A,5.608,2,0,mg/L
LAB058-001078,2024-02-14,Q00180,1,B,8.204,3,0,mg/L
LAB058-001079,2024-02-14,Q00180,2,B,7.811,3,0,mg/L
LAB058-001080,2024-02-14,Q00180,3,B,,3,0,mg/L
LAB058-001081,2024-02-15,Q00181,1,A,33.275,2,0,mg/L
LAB058-001082,2024-02-15,Q00181,2,A,33.172,2,0,mg/L
LAB058-001083,2024-02-15,Q00181,3,A,33.541,2,0,mg/L
LAB058-001084,2024-02-15,Q00181,1,B,34.621,3,0,mg/L
LAB058-001085,2024-02-15,Q00181,2,B,33.861,3,0,mg/L
LAB058-001086,2024-02-15,Q00181,3,B,36.09,3,0,mg/L
LAB058-001087,2024-02-15,Q00182,1,A,13.611,2,0,mg/L
LAB058-001088,2024-02-15,Q00182,2,A,14.163,2,0,mg/L
LAB058-001089,2024-02-15,Q00182,3,A,13.029,2,0,mg/L
LAB058-001090,2024-02-15,Q00182,1,B,15.505,3,0,mg/L
LAB058-001091,2024-02-15,Q00182,2,B,14.808,3,0,mg/L
LAB058-001092,2024-02-15,Q00182,3,B,13.66,3,0,mg/L
LAB058-001093,2024-02-15,Q00183,1,A,2.127,2,0,mg/L
LAB058-001094,2024-02-15,Q00183,2,A,2.855,2,0,mg/L
LAB058-001095,2024-02-15,Q00183,3,A,2.773,2,0,mg/L
LAB058-001096,2024-02-15,Q00183,1,B,3.205,3,0,mg/L
LAB058-001097,2024-02-15,Q00183,2,B,,3,1,mg/L
LAB058-001098,2024-02-15,Q00183,3,B,,3,1,mg/L
LAB058-001099,2024-02-15,Q00184,1,A,2.908,2,0,mg/L
LAB058-001100,2024-02-15,Q00184,2,A,3.076,2,0,mg/L
LAB058-001101,2024-02-15,Q00184,3,A,3.25,2,0,mg/L
LAB058-001102,2024-02-15,Q00184,1,B,4.069,3,0,mg/L
LAB058-001103,2024-02-15,Q00184,2,B,3.882,3,0,mg/L
LAB058-001104,2024-02-15,Q00184,3,B,4.347,3,0,mg/L
LAB058-001105,2024-02-16,Q00185,1,A,13.67,2,0,mg/L
LAB058-001106,2024-02-16,Q00185,2,A,14.082,2,0,mg/L
LAB058-001107,2024-02-16,Q00185,3,A,13.966,2,0,mg/L
LAB058-001108,2024-02-16,Q00185,1,B,15.659,3,0,mg/L
LAB058-001109,2024-02-16,Q00185,2,B,14.725,3,0,mg/L
LAB058-001110,2024-02-16,Q00185,3,B,16.395,3,0,mg/L
LAB058-001111,2024-02-16,Q00186,1,A,15.001,2,0,mg/L
LAB058-001112,2024-02-16,Q00186,2,A,14.72,2,0,mg/L
LAB058-001113,2024-02-16,Q00186,3,A,15.018,2,0,mg/L
LAB058-001114,2024-02-16,Q00186,1,B,15.276,3,0,mg/L
LAB058-001115,2024-02-16,Q00186,2,B,16.859,3,0,mg/L
LAB058-001116,2024-02-16,Q00186,3,B,15.784,3,0,mg/L
LAB058-001117,2024-02-16,Q00187,1,A,21.069,2,0,mg/L
LAB058-001118,2024-02-16,Q00187,2,A,20.914,2,0,mg/L
LAB058-001119,2024-02-16,Q00187,3,A,20.406,2,0,mg/L
LAB058-001120,2024-02-16,Q00187,1,B,22.617,3,0,mg/L
LAB058-001121,2024-02-16,Q00187,2,B,22.561,3,0,mg/L
LAB058-001122,2024-02-16,Q00187,3,B,22.48,3,0,mg/L
LAB058-001123,2024-02-16,Q00188,1,A,5.688,2,0,mg/L
LAB058-001124,2024-02-16,Q00188,2,A,4.747,2,0,mg/L
LAB058-001125,2024-02-16,Q00188,3,A,4.635,2,0,mg/L
LAB058-001126,2024-02-16,Q00188,1,B,4.54,3,0,mg/L
LAB058-001127,2024-02-16,Q00188,2,B,5.095,3,0,mg/L
LAB058-001128,2024-02-16,Q00188,3,B,5.904,3,0,mg/L
LAB058-001129,2024-02-17,Q00189,1,A,4.064,2,0,mg/L
LAB058-001130,2024-02-17,Q00189,2,A,2.84,2,0,mg/L
LAB058-001131,2024-02-17,Q00189,3,A,3.172,2,0,mg/L
LAB058-001132,2024-02-17,Q00189,1,B,4.144,3,0,mg/L
LAB058-001133,2024-02-17,Q00189,2,B,3.97,3,0,mg/L
LAB058-001134,2024-02-17,Q00189,3,B,3.712,3,0,mg/L
LAB058-001135,2024-02-17,Q00190,1,A,19.838,2,0,mg/L
LAB058-001136,2024-02-17,Q00190,2,A,19.8,2,0,mg/L
