registro_id,fecha,sucursal,genero,dias_prestamo,renovacion,devuelto
BIB056-000993,2025-06-17,S3,novela,13,0,1
BIB056-000994,2025-06-17,S1,infantil,197,0,0
BIB056-000995,2025-06-18,S2,novela,22,0,1
BIB056-000996,2025-06-18,S3,ensayo,3,0,1
BIB056-000997,2025-06-19,S1,novela,,0,1
BIB056-000998,2025-06-19,S2,novela,195,0,0
BIB056-000999,2025-06-20,S3,infantil,25,0,1
BIB056-001000,2025-06-20,S1,ensayo,13,0,1
BIB056-001001,2025-06-21,S2,ensayo,20,0,1
BIB056-001002,2025-06-22,S3,ensayo,13,0,1
BIB056-001003,2025-06-22,S1,ensayo,14,0,1
BIB056-001004,2025-06-23,S2,novela,18,1,1
BIB056-001005,2025-06-23,S3,novela,20,0,1
BIB056-001006,2025-06-24,S1,ensayo,7,0,1
BIB056-001007,2025-06-24,S2,novela,23,0,1
BIB056-001008,2025-06-25,S3,novela,16,0,1
BIB056-001009,2025-06-25,S1,infantil,14,0,1
BIB056-001010,2025-06-26,S2,novela,24,0,1
BIB056-001011,2025-06-26,S3,novela,11,0,1
BIB056-001012,2025-06-27,S1,ensayo,15,0,1
BIB056-001013,2025-06-27,S2,infantil,22,0,1
BIB056-001014,2025-06-28,S3,infantil,7,0,1
BIB056-001015,2025-06-29,S1,ensayo,31,1,1
BIB056-001016,2025-06-29,S2,infantil,18,0,1
BIB056-001017,2025-06-30,S3,novela,15,0,1
BIB056-001018,2025-06-30,S1,infantil,8,0,1
BIB056-001019,2025-07-01,S2,infantil,6,0,1
BIB056-001020,2025-07-01,S3,novela,13,0,1
BIB056-001021,2025-07-02,S1,ensayo,29,1,1
BIB056-001022,2025-07-02,S2,ensayo,21,0,1
BIB056-001023,2025-07-03,S3,novela,14,0,1
BIB056-001024,2025-07-03,S1,novela,15,0,1
BIB056-001025,2025-07-04,S2,ensayo,10,0,1
BIB056-001026,2025-07-04,S3,ensayo,17,0,1
BIB056-001027,2025-07-05,S1,novela,19,0,1
BIB056-001028,2025-07-06,S2,ensayo,26,1,1
BIB056-001029,2025-07-06,S3,ensayo,22,0,1
BIB056-001030,2025-07-07,S1,infantil,14,0,1
BIB056-001031,2025-07-07,S2,ensayo,20,0,1
BIB056-001032,2025-07-08,S3,novela,13,0,1
BIB056-001033,2025-07-08,S1,infantil,176,0,0
BIB056-001034,2025-07-09,S2,infantil,175,1,0
BIB056-001035,2025-07-09,S3,infantil,22,1,1
BIB056-001036,2025-07-10,S1,ensayo,6,0,1
BIB056-001037,2025-07-10,S2,novela,10,0,1
BIB056-001038,2025-07-11,S3,novela,13,0,1
BIB056-001039,2025-07-11,S1,infantil,14,0,1
BIB056-001040,2025-07-12,S2,infantil,36,1,1
BIB056-001041,2025-07-13,S3,novela,28,1,1
BIB056-001042,2025-07-13,S1,novela,8,0,1
BIB056-001043,2025-07-14,S2,infantil,2,0,1
BIB056-001044,2025-07-14,S3,novela,170,1,0
BIB056-001045,2025-07-15,S1,novela,22,0,1
BIB056-001046,2025-07-15,S2,ensayo,3,0,1
BIB056-001047,2025-07-16,S3,ensayo,19,0,1
BIB056-001048,2025-07-16,S1,ensayo,3,0,1
BIB056-001049,2025-07-17,S2,novela,37,1,1
BIB056-001050,2025-07-17,S3,ensayo,32,1,1
BIB056-001051,2025-07-18,S1,ensayo,8,0,1
BIB056-001052,2025-07-18,S2,novela,166,0,0
BIB056-001053,2025-07-19,S3,novela,15,0,1
BIB056-001054,2025-07-19,S1,novela,16,0,1
BIB056-001055,2025-07-20,S2,novela,27,1,1
BIB056-001056,2025-07-21,S3,novela,21,0,1
BIB056-001057,2025-07-21,S1,novela,13,0,1
BIB056-001058,2025-07-22,S2,ensayo,162,1,0
BIB056-001059,2025-07-22,S3,infantil,162,0,0
BIB056-001060,2025-07-23,S1,infantil,161,0,0
BIB056-001061,2025-07-23,S2,novela,21,0,1
BIB056-001062,2025-07-24,S3,novela,5,0,1
BIB056-001063,2025-07-24,S1,novela,17,0,1
BIB056-001064,2025-07-25,S2,ensayo,13,0,1
BIB056-001065,2025-07-25,S3,novela,6,0,1
BIB056-001066,2025-07-26,S1,novela,24,0,1
BIB056-001067,2025-07-26,S2,infantil,158,0,0
BIB056-001068,2025-07-27,S3, ENSAYO ,8,0,1
BIB056-001069,2025-07-28,S1,infantil,39,1,1
BIB056-001070,2025-07-28,S2,novela,156,0,0
BIB056-001071,2025-07-29,S3,ensayo,19,0,1
BIB056-001072,2025-07-29,S1,ensayo,22,0,1
BIB056-001073,2025-07-30,S2,novela,35,1,1
BIB056-001074,2025-07-30,S3,novela,154,0,0
BIB056-001075,2025-07-31,S1,novela,153,0,0
BIB056-001076,2025-07-31,S2,novela,9,0,1
BIB056-001077,2025-08-01,S3,novela,152,0,0
BIB056-001078,2025-08-01,S1,ensayo,152,0,0
BIB056-001079,2025-08-02,S2,novela,18,0,1
BIB056-001080,2025-08-02,S3,novela,,0,1
BIB056-001081,2025-08-03,S1,ensayo,3,0,1
BIB056-001082,2025-08-04,S2,ensayo,11,0,1
BIB056-001083,2025-08-04,S3,novela,10,0,1
BIB056-001084,2025-08-05,S1,ensayo,6,0,1
BIB056-001085,2025-08-05,S2,ensayo,25,1,1
BIB056-001086,2025-08-06,S3,ensayo,9,0,1
BIB056-001087,2025-08-06,S1,novela,12,0,1
BIB056-001088,2025-08-07,S2,novela,18,0,1
BIB056-001089,2025-08-07,S3,novela,146,0,0
BIB056-001090,2025-08-08,S1,novela,22,0,1
BIB056-001091,2025-08-08,S2,infantil,38,1,1
BIB056-001092,2025-08-09,S3,ensayo,18,0,1
BIB056-001093,2025-08-09,S1,infantil,144,0,0
BIB056-001094,2025-08-10,S2,ensayo,30,1,1
BIB056-001095,2025-08-11,S3,ensayo,13,0,1
BIB056-001096,2025-08-11,S1,ensayo,142,0,0
BIB056-001097,2025-08-12,S2,infantil,29,1,1
BIB056-001098,2025-08-12,S3,ensayo,8,0,1
BIB056-001099,2025-08-13,S1,infantil,140,0,0
BIB056-001100,2025-08-13,S2,infantil,140,0,0
BIB056-001101,2025-08-14,S3,novela,20,0,1
BIB056-001102,2025-08-14,S1,infantil,139,1,0
BIB056-001103,2025-08-15,S2,novela,5,0,1
BIB056-001104,2025-08-15,S3,ensayo,23,0,1
BIB056-001105,2025-08-16,S1,ensayo,11,0,1
BIB056-001106,2025-08-16,S2,infantil,38,1,1
BIB056-001107,2025-08-17,S3,novela,17,0,1
BIB056-001108,2025-08-18,S1,novela,12,0,1
BIB056-001109,2025-08-18,S2,infantil,18,1,1
BIB056-001110,2025-08-19,S3,novela,134,0,0
BIB056-001111,2025-08-19,S1,novela,134,0,0
BIB056-001112,2025-08-20,S2,novela,19,0,1
BIB056-001113,2025-08-20,S3,ensayo,14,0,1
BIB056-001114,2025-08-21,S1,novela,23,0,1
BIB056-001115,2025-08-21,S2,ensayo,5,0,1
BIB056-001116,2025-08-22,S3,infantil,131,1,0
BIB056-001117,2025-08-22,S1,infantil,23,1,1
BIB056-001118,2025-08-23,S2,ensayo,20,0,1
BIB056-001119,2025-08-23,S3,novela,15,0,1
BIB056-001120,2025-08-24,S1,novela,35,1,1
BIB056-001121,2025-08-25,S2,novela,16,0,1
BIB056-001122,2025-08-25,S3,novela,9,0,1
BIB056-001123,2025-08-26,S1,ensayo,22,0,1
BIB056-001124,2025-08-26,S2,novela,34,1,1
BIB056-001125,2025-08-27,S3,ensayo,8,0,1
BIB056-001126,2025-08-27,S1,novela,25,0,1
BIB056-001127,2025-08-28,S2,ensayo,125,0,0
BIB056-001128,2025-08-28,S3,novela,8,0,1
BIB056-001129,2025-08-29,S1,ensayo,124,0,0
BIB056-001130,2025-08-29,S2,infantil,23,1,1
BIB056-001131,2025-08-30,S3,infantil,20,0,1
BIB056-001132,2025-08-30,S1,ensayo,19,0,1
BIB056-001133,2025-08-31,S2,novela,122,1,0
BIB056-001134,2025-08-31,S3,novela,11,0,1
BIB056-001135,2025-09-01,S1,novela,17,0,1
BIB056-001136,2025-09-02,S2,novela,2,0,1
BIB056-001137,2025-09-02,S3,infantil,9,0,1
BIB056-001138,2025-09-03,S1,novela,13,0,1
BIB056-001139,2025-09-03,S2,infantil,22,0,1
BIB056-001140,2025-09-04,S3,ensayo,3,0,1
BIB056-001141,2025-09-04,S1,ensayo,3,0,1
BIB056-001142,2025-09-05,S2,infantil,7,0,1
BIB056-001143,2025-09-05,S3,ensayo,117,0,0
BIB056-001144,2025-09-06,S1,infantil,3,0,1
BIB056-001145,2025-09-06,S2,infantil,20,0,1
BIB056-001146,2025-09-07,S3,novela,38,1,1
BIB056-001147,2025-09-07,S1,novela,3,0,1
BIB056-001148,2025-09-08,S2,infantil,12,0,1
BIB056-001149,2025-09-09,S3,infantil,3,0,1
BIB056-001150,2025-09-09,S1,novela,20,1,1
BIB056-001151,2025-09-10,S2,infantil,8,0,1
BIB056-001152,2025-09-10,S3,infantil,14,0,1
BIB056-001153,2025-09-11,S1,infantil,9,0,1
BIB056-001154,2025-09-11,S2,infantil,34,1,1
BIB056-001155,2025-09-12,S3,ensayo,2,0,1
BIB056-001156,2025-09-12,S1,infantil,110,0,0
BIB056-001157,2025-09-13,S2,novela,12,0,1
BIB056-001158,2025-09-13,S3,infantil,34,1,1
BIB056-001159,2025-09-14,S1,infantil,17,0,1
BIB056-001160,2025-09-14,S2,ensayo,10,0,1
BIB056-001161,2025-09-15,S3,novela,14,0,1
BIB056-001162,2025-09-16,S1,infantil,18,1,1
BIB056-001163,2025-09-16,S2,novela,,0,1
BIB056-001164,2025-09-17,S3,novela,19,0,1
BIB056-001165,2025-09-17,S1, ENSAYO ,9,0,1
BIB056-001166,2025-09-18,S2,ensayo,23,1,1
BIB056-001167,2025-09-18,S3,infantil,11,0,1
BIB056-001168,2025-09-19,S1,infantil,18,0,1
BIB056-001169,2025-09-19,S2,ensayo,23,0,1
BIB056-001170,2025-09-20,S3,ensayo,20,0,1
BIB056-001171,2025-09-20,S1,infantil,16,0,1
BIB056-001172,2025-09-21,S2,novela,25,1,1
BIB056-001173,2025-09-21,S3,ensayo,34,1,1
BIB056-001174,2025-09-22,S1,novela,100,0,0
BIB056-001175,2025-09-23,S2,novela,19,1,1
BIB056-001176,2025-09-23,S3,novela,4,0,1
BIB056-001177,2025-09-24,S1,novela,7,0,1
BIB056-001178,2025-09-24,S2,ensayo,36,1,1
BIB056-001179,2025-09-25,S3,infantil,97,0,0
BIB056-001180,2025-09-25,S1,ensayo,17,0,1
BIB056-001181,2025-09-26,S2,ensayo,16,0,1
BIB056-001182,2025-09-26,S3,ensayo,22,1,1
BIB056-001183,2025-09-27,S1,infantil,3,0,1
BIB056-001184,2025-09-27,S2,novela,16,0,1
BIB056-001185,2025-09-28,S3,novela,19,1,1
BIB056-001186,2025-09-28,S1,ensayo,18,0,1
BIB056-001187,2025-09-29,S2,infantil,2,0,1
BIB056-001188,2025-09-30,S3,infantil,92,0,0
BIB056-001189,2025-09-30,S1,novela,22,1,1
BIB056-001190,2025-10-01,S2,ensayo,15,0,1
BIB056-001191,2025-10-01,S3,ensayo,35,1,1
BIB056-001192,2025-10-02,S1,novela,11,0,1
BIB056-001193,2025-10-02,S2,novela,2,0,1
BIB056-001194,2025-10-03,S3,ensayo,17,0,1
BIB056-001195,2025-10-03,S1,ensayo,8,0,1
BIB056-001196,2025-10-04,S2,novela,18,0,1
BIB056-001197,2025-10-04,S3,novela,37,1,1
BIB056-001198,2025-10-05,S1,infantil,2,0,1
BIB056-001199,2025-10-05,S2,novela,6,0,1
BIB056-001200,2025-10-06,S3,ensayo,11,0,1
BIB056-001201,2025-10-07,S1,ensayo,3,0,1
BIB056-001202,2025-10-07,S2,ensayo,17,1,1
BIB056-001203,2025-10-08,S3,ensayo,3,0,1
BIB056-001204,2025-10-08,S1,novela,24,0,1
BIB056-001205,2025-10-09,S2,ensayo,83,0,0
BIB056-001206,2025-10-09,S3,infantil,5,0,1
BIB056-001207,2025-10-10,S1,ensayo,40,1,1
BIB056-001208,2025-10-10,S2,infantil,10,0,1
BIB056-001209,2025-10-11,S3,ensayo,81,0,0
BIB056-001210,2025-10-11,S1,novela,24,0,1
BIB056-001211,2025-10-12,S2,ensayo,18,0,1
BIB056-001212,2025-10-12,S3,infantil,19,1,1
BIB056-001213,2025-10-13,S1,infantil,25,0,1
BIB056-001214,2025-10-13,S2,infantil,24,0,1
BIB056-001215,2025-10-14,S3,infantil,6,0,1
BIB056-001216,2025-10-15,S1,novela,15,0,1
BIB056-001217,2025-10-15,S2,ensayo,77,1,0
BIB056-001218,2025-10-16,S3,infantil,76,1,0
BIB056-001219,2025-10-16,S1,infantil,7,0,1
BIB056-001220,2025-10-17,S2,infantil,75,1,0
BIB056-001221,2025-10-17,S3,infantil,11,0,1
BIB056-001222,2025-10-18,S1,novela,6,0,1
BIB056-001223,2025-10-18,S2,infantil,21,0,1
BIB056-001224,2025-10-19,S3,infantil,9,0,1
BIB056-001225,2025-10-19,S1,novela,20,0,1
BIB056-001226,2025-10-20,S2,infantil,5,0,1
BIB056-001227,2025-10-20,S3,novela,14,0,1
BIB056-001228,2025-10-21,S1,novela,71,0,0
BIB056-001229,2025-10-22,S2,ensayo,70,0,0
BIB056-001230,2025-10-22,S3,novela,70,1,0
BIB056-001231,2025-10-23,S1,infantil,10,0,1
BIB056-001232,2025-10-23,S2,infantil,8,0,1
BIB056-001233,2025-10-24,S3,ensayo,19,0,1
BIB056-001234,2025-10-24,S1,ensayo,35,1,1
BIB056-001235,2025-10-25,S2,novela,7,0,1
BIB056-001236,2025-10-25,S3,ensayo,21,0,1
BIB056-001237,2025-10-26,S1,ensayo,24,1,1
BIB056-001238,2025-10-26,S2,infantil,14,0,1
BIB056-001239,2025-10-27,S3,infantil,11,0,1
BIB056-001240,2025-10-27,S1,infantil,19,0,1
BIB056-001241,2025-10-28,S2,infantil,14,0,1
BIB056-001242,2025-10-29,S3,novela,18,0,1
BIB056-001243,2025-10-29,S1,novela,21,0,1
BIB056-001244,2025-10-30,S2,novela,6,0,1
BIB056-001245,2025-10-30,S3,ensayo,8,0,1
BIB056-001246,2025-10-31,S1,ensayo,,1,1
BIB056-001247,2025-10-31,S2,ensayo,61,0,0
BIB056-001248,2025-11-01,S3,infantil,36,1,1
BIB056-001249,2025-11-01,S1,novela,8,0,1
BIB056-001250,2025-11-02,S2,novela,12,0,1
BIB056-001251,2025-11-02,S3,novela,8,0,1
BIB056-001252,2025-11-03,S1,infantil,18,1,1
BIB056-001253,2025-11-03,S2,ensayo,21,0,1
BIB056-001254,2025-11-04,S3,infantil,19,1,1
BIB056-001255,2025-11-05,S1,ensayo,56,0,0
BIB056-001256,2025-11-05,S2,infantil,17,0,1
BIB056-001257,2025-11-06,S3,novela,4,0,1
BIB056-001258,2025-11-06,S1,ensayo,12,0,1
BIB056-001259,2025-11-07,S2,novela,10,0,1
BIB056-001260,2025-11-07,S3,infantil,54,0,0
BIB056-001261,2025-11-08,S1,novela,40,1,1
BIB056-001262,2025-11-08,S2, NOVELA ,19,0,1
BIB056-001263,2025-11-09,S3,ensayo,52,1,0
BIB056-001264,2025-11-09,S1,infantil,10,0,1
BIB056-001265,2025-11-10,S2,novela,9,0,1
BIB056-001266,2025-11-10,S3,infantil,22,0,1
BIB056-001267,2025-11-11,S1,infantil,15,0,1
BIB056-001268,2025-11-12,S2,ensayo,25,0,1
BIB056-001269,2025-11-12,S3,ensayo,49,1,0
BIB056-001270,2025-11-13,S1,infantil,14,0,1
BIB056-001271,2025-11-13,S2,novela,21,0,1
BIB056-001272,2025-11-14,S3,novela,19,1,1
BIB056-001273,2025-11-14,S1,infantil,23,1,1
BIB056-001274,2025-11-15,S2,novela,24,1,1
BIB056-001275,2025-11-15,S3,novela,22,0,1
BIB056-001276,2025-11-16,S1,novela,22,0,1
BIB056-001277,2025-11-16,S2,novela,22,0,1
BIB056-001278,2025-11-17,S3,infantil,23,0,1
BIB056-001279,2025-11-17,S1,infantil,7,0,1
BIB056-001280,2025-11-18,S2,novela,14,0,1
BIB056-001281,2025-11-19,S3,novela,31,1,1
BIB056-001282,2025-11-19,S1,novela,35,1,1
BIB056-001283,2025-11-20,S2,ensayo,20,0,1
BIB056-001284,2025-11-20,S3,ensayo,20,0,1
BIB056-001285,2025-11-21,S1,infantil,22,0,1
BIB056-001286,2025-11-21,S2,ensayo,40,0,0
BIB056-001287,2025-11-22,S3,infantil,39,0,0
BIB056-001288,2025-11-22,S1,novela,7,0,1
BIB056-001289,2025-11-23,S2,infantil,9,0,1
BIB056-001290,2025-11-23,S3,infantil,17,1,1
BIB056-001291,2025-11-24,S1,novela,19,0,1
BIB056-001292,2025-11-24,S2,ensayo,19,0,1
BIB056-001293,2025-11-25,S3,novela,18,0,1
BIB056-001294,2025-11-25,S1,novela,-999,0,1
BIB056-001295,2025-11-26,S2,infantil,35,1,0
BIB056-001296,2025-11-27,S3,ensayo,23,0,1
BIB056-001297,2025-11-27,S1,novela,18,0,1
BIB056-001298,2025-11-28,S2,infantil,23,0,1
BIB056-001299,2025-11-28,S3,ensayo,33,0,0
BIB056-001300,2025-11-29,S1,ensayo,11,0,1
BIB056-001301,2025-11-29,S2,infantil,11,0,1
BIB056-001302,2025-11-30,S3,novela,31,0,0
BIB056-001303,2025-11-30,S1,infantil,6,0,1
BIB056-001304,2025-12-01,S2,infantil,30,0,0
BIB056-001305,2025-12-01,S3,ensayo,21,0,1
BIB056-001306,2025-12-02,S1,infantil,29,0,0
BIB056-001307,2025-12-02,S2,ensayo,25,0,1
BIB056-001308,2025-12-03,S3,ensayo,11,0,1
BIB056-001309,2025-12-04,S1,ensayo,24,0,1
BIB056-001310,2025-12-04,S2,infantil,27,0,0
BIB056-001311,2025-12-05,S3,ensayo,16,0,1
BIB056-001312,2025-12-05,S1,infantil,3,0,1
BIB056-001313,2025-12-06,S2,infantil,21,0,1
BIB056-001314,2025-12-06,S3,ensayo,13,0,1
BIB056-001315,2025-12-07,S1,ensayo,8,0,1
BIB056-001316,2025-12-07,S2,novela,8,0,1
BIB056-001317,2025-12-08,S3,novela,5,0,1
BIB056-001318,2025-12-08,S1,novela,21,0,1
BIB056-001319,2025-12-09,S2,ensayo,22,1,0
BIB056-001320,2025-12-09,S3,infantil,17,0,1
BIB056-001321,2025-12-10,S1,novela,13,0,1
BIB056-001322,2025-12-11,S2,infantil,5,0,1
BIB056-001323,2025-12-11,S3,infantil,20,0,0
BIB056-001324,2025-12-12,S1,ensayo,19,1,0
BIB056-001325,2025-12-12,S2,ensayo,19,1,0
BIB056-001326,2025-12-13,S3,infantil,18,1,0
BIB056-001327,2025-12-13,S1,novela,18,0,0
BIB056-001328,2025-12-14,S2,infantil,17,0,0
BIB056-001329,2025-12-14,S3,infantil,,1,0
BIB056-001330,2025-12-15,S1,novela,16,0,0
BIB056-001331,2025-12-15,S2,novela,12,0,1
BIB056-001332,2025-12-16,S3,infantil,15,0,0
BIB056-001333,2025-12-16,S1,infantil,15,0,0
BIB056-001334,2025-12-17,S2,ensayo,14,0,0
BIB056-001335,2025-12-18,S3,novela,13,0,0
BIB056-001336,2025-12-18,S1,novela,7,0,1
BIB056-001337,2025-12-19,S2,novela,2,0,1
BIB056-001338,2025-12-19,S3,ensayo,12,1,0
BIB056-001339,2025-12-20,S1,ensayo,5,0,1
BIB056-001340,2025-12-20,S2,infantil,11,0,0
BIB056-001341,2025-12-21,S3,ensayo,10,0,0
BIB056-001342,2025-12-21,S1,infantil,10,0,0
BIB056-001343,2025-12-22,S2,ensayo,9,0,0
BIB056-001344,2025-12-22,S3,ensayo,9,0,0
BIB056-001345,2025-12-23,S1,novela,8,0,0
BIB056-001346,2025-12-23,S2,novela,8,0,0
BIB056-001347,2025-12-24,S3,infantil,7,0,0
BIB056-001348,2025-12-25,S1,novela,6,0,0
BIB056-001349,2025-12-25,S2,infantil,3,0,1
BIB056-001350,2025-12-26,S3,ensayo,5,0,0
BIB056-001351,2025-12-26,S1,novela,4,0,1
BIB056-001352,2025-12-27,S2,ensayo,2,0,1
BIB056-001353,2025-12-27,S3,infantil,4,0,0
BIB056-001354,2025-12-28,S1,ensayo,3,0,0
BIB056-001355,2025-12-28,S2,ensayo,3,1,0
BIB056-001356,2025-12-29,S3,infantil,2,0,0
BIB056-001357,2025-12-29,S1,novela,2,0,0
BIB056-001358,2025-12-30,S2,novela,1,1,0
BIB056-001359,2025-12-30,S3, ENSAYO ,1,1,0
BIB056-001360,2025-12-31,S1,infantil,0,0,0
BIB056-000570,2024-11-01,S3,novela,5,0,1
BIB056-000892,2025-04-23,S1,infantil,252,0,0
BIB056-000088,2024-02-16,S1,ensayo,3,0,1
BIB056-000523,2024-10-07,S1,ensayo,450,0,0
