registro_id,fecha,area,contrato,antiguedad_meses,horas,formacion_h,salario,absentismo_dias
PER052-000775,2025-03-04,operaciones,completo,29,160,4.3,2493.41,0
PER052-000776,2025-03-05,administracion,completo,62,160,6.4,2815.42,2
PER052-000777,2025-03-05, COMERCIAL ,completo,68,160,7.2,3701.84,3
PER052-000778,2025-03-06,operaciones,completo,22,160,3.4,2638.33,2
PER052-000779,2025-03-06,administracion,completo,164,160,8.9,3410.16,5
PER052-000780,2025-03-07,comercial,completo,102,160,20.6,3881.87,2
PER052-000781,2025-03-07,operaciones,completo,136,160,0,3221.4,0
PER052-000782,2025-03-08,administracion,parcial,85,80,4.6,1595.52,2
PER052-000783,2025-03-09,comercial,completo,165,160,7.9,4002.73,4
PER052-000784,2025-03-09,operaciones,parcial,83,80,14.2,1196.36,4
PER052-000785,2025-03-10,administracion,completo,98,160,0,3316.47,5
PER052-000786,2025-03-10,comercial,parcial,103,80,4.4,1961.23,2
PER052-000787,2025-03-11,operaciones,parcial,132,80,0,1542.71,2
PER052-000788,2025-03-11,administracion,completo,52,160,0,2934.77,2
PER052-000789,2025-03-12,comercial,completo,69,160,0,3446.63,5
PER052-000790,2025-03-12,operaciones,parcial,135,80,8.2,1522.54,0
PER052-000791,2025-03-13,administracion,parcial,99,80,12.3,1792.95,3
PER052-000792,2025-03-14,comercial,parcial,101,80,10.2,2021.83,3
PER052-000793,2025-03-14,operaciones,completo,41,160,22.0,2541.18,1
PER052-000794,2025-03-15,administracion,completo,33,160,3.2,2618.42,4
PER052-000795,2025-03-15,comercial,parcial,31,80,3.4,1528.49,5
PER052-000796,2025-03-16,operaciones,completo,45,160,14.5,2594.24,4
PER052-000797,2025-03-16,administracion,parcial,10,80,2.3,1237.64,2
PER052-000798,2025-03-17,comercial,parcial,153,80,8.3,2126.09,5
PER052-000799,2025-03-17,operaciones,parcial,127,80,0,1342.26,4
PER052-000800,2025-03-18,administracion,parcial,155,80,7.3,1940.11,1
PER052-000801,2025-03-19,comercial,completo,120,160,9.0,3713.63,3
PER052-000802,2025-03-19,operaciones,completo,7,160,10.7,2138.32,5
PER052-000803,2025-03-20,administracion,completo,131,160,2.4,3373.2,2
PER052-000804,2025-03-20,comercial,parcial,26,80,0,1728.23,4
PER052-000805,2025-03-21,operaciones,parcial,77,80,5.0,1376.25,1
PER052-000806,2025-03-21,administracion,parcial,175,80,0,1960.48,0
PER052-000807,2025-03-22,comercial,parcial,108,80,0,1747.72,2
PER052-000808,2025-03-22,operaciones,completo,19,160,16.7,2572.67,2
PER052-000809,2025-03-23,administracion,completo,49,160,0,3089.28,5
PER052-000810,2025-03-24,comercial,completo,41,160,4.3,3213.98,2
PER052-000811,2025-03-24,operaciones,parcial,127,80,0,1369.93,5
PER052-000812,2025-03-25,administracion,completo,97,160,2.1,3107.91,0
PER052-000813,2025-03-25,comercial,parcial,136,80,7.3,1913.48,2
PER052-000814,2025-03-26,operaciones,completo,98,160,2.1,2767.91,5
PER052-000815,2025-03-26,administracion,parcial,113,80,4.3,1826.56,0
PER052-000816,2025-03-27,comercial,parcial,15,80,7.2,1508.09,0
PER052-000817,2025-03-27,operaciones,completo,41,160,5.2,2277.94,4
PER052-000818,2025-03-28,administracion,parcial,163,80,0,1764.13,3
PER052-000819,2025-03-28,comercial,parcial,10,80,10.9,1579.03,5
PER052-000820,2025-03-29,operaciones,completo,2,160,0,2035.73,2
PER052-000821,2025-03-30,administracion,completo,65,160,0,3212.89,2
PER052-000822,2025-03-30,comercial,completo,36,160,0,3508.5,3
PER052-000823,2025-03-31,operaciones,parcial,27,80,2.7,1295.12,4
PER052-000824,2025-03-31,administracion,completo,86,160,9.2,3515.8,4
PER052-000825,2025-04-01,comercial,completo,20,160,0,3091.87,3
PER052-000826,2025-04-01,operaciones,parcial,162,80,3.4,1525.94,4
PER052-000827,2025-04-02,administracion,completo,121,160,1.9,3085.08,2
PER052-000828,2025-04-02,comercial,completo,57,160,0,3310.19,4
PER052-000829,2025-04-03,operaciones,completo,121,160,0,3058.35,1
PER052-000830,2025-04-04,administracion,completo,45,160,5.3,2945.8,0
PER052-000831,2025-04-04,comercial,completo,132,160,0,,2
PER052-000832,2025-04-05,operaciones,completo,135,160,3.7,2873.17,5
PER052-000833,2025-04-05,administracion,completo,145,160,5.6,3630.02,1
PER052-000834,2025-04-06,comercial,parcial,176,80,4.3,2226.25,4
PER052-000835,2025-04-06,operaciones,completo,31,160,6.9,2454.42,5
PER052-000836,2025-04-07,administracion,completo,112,160,0,3604.26,0
PER052-000837,2025-04-07,comercial,completo,101,160,9.9,3928.97,5
PER052-000838,2025-04-08,operaciones,completo,9,160,5.4,2293.84,1
PER052-000839,2025-04-09,administracion,parcial,82,80,4.9,1613.43,5
PER052-000840,2025-04-09,comercial,parcial,154,80,0,2035.55,4
PER052-000841,2025-04-10,operaciones,completo,82,160,4.7,2662.2,3
PER052-000842,2025-04-10,administracion,parcial,176,80,10.0,1751.89,2
PER052-000843,2025-04-11,comercial,completo,79,160,7.2,3522.1,5
PER052-000844,2025-04-11,operaciones,completo,160,160,5.7,3150.6,0
PER052-000845,2025-04-12,administracion,parcial,154,80,0,"1921,03",0
PER052-000846,2025-04-12,comercial,completo,25,160,5.6,3410.22,0
PER052-000847,2025-04-13,operaciones,parcial,127,80,4.0,1390.28,5
PER052-000848,2025-04-14,administracion,completo,116,160,6.4,3364.01,3
PER052-000849,2025-04-14,comercial,parcial,143,80,4.9,2085.92,2
PER052-000850,2025-04-15,operaciones,parcial,177,80,0,1597.04,4
PER052-000851,2025-04-15,administracion,parcial,70,80,7.0,1609.65,3
PER052-000852,2025-04-16,comercial,completo,157,160,0,4063.61,0
PER052-000853,2025-04-16,operaciones,completo,156,160,0,3097.69,5
PER052-000854,2025-04-17,administracion,parcial,40,80,0,1395.58,3
PER052-000855,2025-04-17,comercial,parcial,90,80,0,1748.84,2
PER052-000856,2025-04-18,operaciones,completo,9,160,6.8,2525.05,2
PER052-000857,2025-04-19,administracion,parcial,48,80,14.3,1644.22,1
PER052-000858,2025-04-19,comercial,completo,38,160,9.0,3280.88,2
PER052-000859,2025-04-20,operaciones,parcial,89,80,11.5,1468.15,4
PER052-000860,2025-04-20,administracion,parcial,74,80,0,1462.93,0
PER052-000861,2025-04-21,comercial,completo,74,160,0,3331.59,3
PER052-000862,2025-04-21,operaciones,completo,59,160,13.8,2874.21,2
PER052-000863,2025-04-22,administracion,completo,172,160,6.1,-999,2
PER052-000864,2025-04-22,comercial,completo,146,160,5.5,3891.43,0
PER052-000865,2025-04-23,operaciones,parcial,19,80,0,1304.45,5
PER052-000866,2025-04-24,administracion,parcial,64,80,5.2,1463.42,0
PER052-000867,2025-04-24,comercial,parcial,154,80,5.7,2056.79,4
PER052-000868,2025-04-25,operaciones,completo,42,160,8.9,2316.27,1
PER052-000869,2025-04-25,administracion,parcial,167,80,0,1801.5,0
PER052-000870,2025-04-26,comercial,completo,164,160,0,3987.68,3
PER052-000871,2025-04-26,operaciones,completo,126,160,1.6,3183.22,3
PER052-000872,2025-04-27,administracion,completo,66,160,0,2848.72,3
PER052-000873,2025-04-27,comercial,completo,87,160,2.1,3536.12,4
PER052-000874,2025-04-28, OPERACIONES ,parcial,112,80,3.9,1347.68,2
PER052-000875,2025-04-29,administracion,parcial,98,80,6.3,1764.02,2
PER052-000876,2025-04-29,comercial,parcial,95,80,24.4,1806.88,0
PER052-000877,2025-04-30,operaciones,completo,51,160,1.8,2520.63,0
PER052-000878,2025-04-30,administracion,completo,47,160,0,2852.86,5
PER052-000879,2025-05-01,comercial,completo,82,160,0,3737.29,4
PER052-000880,2025-05-01,operaciones,parcial,64,80,7.9,1160.26,4
PER052-000881,2025-05-02,administracion,completo,43,160,3.2,2895.65,0
PER052-000882,2025-05-02,comercial,parcial,120,80,21.4,2052.13,3
PER052-000883,2025-05-03,operaciones,parcial,75,80,3.0,1393.07,3
PER052-000884,2025-05-03,administracion,completo,103,160,0,3314.54,2
PER052-000885,2025-05-04,comercial,parcial,15,80,11.2,1643.09,5
PER052-000886,2025-05-05,operaciones,completo,159,160,5.4,3172.58,3
PER052-000887,2025-05-05,administracion,completo,152,160,0,3670.71,1
PER052-000888,2025-05-06,comercial,parcial,31,80,11.8,1594.31,0
PER052-000889,2025-05-06,operaciones,parcial,23,80,5.1,1251.35,2
PER052-000890,2025-05-07,administracion,completo,72,160,7.7,2840.85,5
PER052-000891,2025-05-07,comercial,completo,61,160,3.3,3238.11,5
PER052-000892,2025-05-08,operaciones,parcial,168,80,18.0,1695.62,4
PER052-000893,2025-05-08,administracion,completo,7,160,17.6,2636.47,2
PER052-000894,2025-05-09,comercial,parcial,57,80,0,1905.26,0
PER052-000895,2025-05-10,operaciones,completo,165,160,7.2,2890.95,3
PER052-000896,2025-05-10,administracion,parcial,161,80,0,1925.23,0
PER052-000897,2025-05-11,comercial,parcial,52,80,5.3,1629.04,3
PER052-000898,2025-05-11,operaciones,completo,23,160,1.7,2089.45,2
PER052-000899,2025-05-12,administracion,parcial,28,80,5.0,1577.1,1
PER052-000900,2025-05-12,comercial,parcial,63,80,16.0,1672.91,0
PER052-000901,2025-05-13,operaciones,completo,134,160,14.2,3308.17,4
PER052-000902,2025-05-13,administracion,parcial,56,80,8.6,1654.46,4
PER052-000903,2025-05-14,comercial,completo,148,160,7.4,3733.59,5
PER052-000904,2025-05-15,operaciones,completo,139,160,7.7,2919.81,1
PER052-000905,2025-05-15,administracion,parcial,169,80,7.7,1795.09,5
PER052-000906,2025-05-16,comercial,parcial,2,80,3.1,1486.54,5
PER052-000907,2025-05-16,operaciones,completo,11,160,14.6,2584.84,1
PER052-000908,2025-05-17,administracion,completo,129,160,4.0,3634.87,3
PER052-000909,2025-05-17,comercial,completo,129,160,0,3715.38,3
PER052-000910,2025-05-18,operaciones,completo,55,160,5.6,2342.92,5
PER052-000911,2025-05-18,administracion,completo,29,160,0,3087.15,5
PER052-000912,2025-05-19,comercial,completo,110,160,0,3578.21,2
PER052-000913,2025-05-20,operaciones,parcial,173,80,6.6,1669.61,4
PER052-000914,2025-05-20,administracion,completo,105,160,5.7,,3
PER052-000915,2025-05-21,comercial,completo,105,160,1.7,3522.51,0
PER052-000916,2025-05-21,operaciones,completo,62,160,4.5,2792.57,1
PER052-000917,2025-05-22,administracion,completo,145,160,7.4,3674.18,3
PER052-000918,2025-05-22,comercial,completo,110,160,0,3726.85,0
PER052-000919,2025-05-23,operaciones,parcial,1,80,0,1080.76,1
PER052-000920,2025-05-23,administracion,parcial,76,80,11.8,1505.23,0
PER052-000921,2025-05-24,comercial,parcial,180,80,8.7,2241.26,3
PER052-000922,2025-05-25,operaciones,completo,130,160,24.6,2943.51,2
PER052-000923,2025-05-25,administracion,completo,145,160,6.7,3521.38,3
PER052-000924,2025-05-26,comercial,completo,115,160,0,3608.88,4
PER052-000925,2025-05-26,operaciones,parcial,125,80,3.6,1362.03,3
PER052-000926,2025-05-27,administracion,completo,146,160,0,3625.13,2
PER052-000927,2025-05-27,comercial,parcial,51,80,0,1595.49,4
PER052-000928,2025-05-28,operaciones,completo,34,160,8.2,2253.66,3
PER052-000929,2025-05-28,administracion,completo,10,160,0,3022.41,3
PER052-000930,2025-05-29,comercial,completo,108,160,7.4,3996.85,2
PER052-000931,2025-05-30,operaciones,parcial,21,80,0,1225.72,5
PER052-000932,2025-05-30,administracion,completo,36,160,4.2,2721.95,5
PER052-000933,2025-05-31,comercial,completo,125,160,6.8,3662.9,2
PER052-000934,2025-05-31,operaciones,completo,66,160,0,2320.75,3
PER052-000935,2025-06-01,administracion,completo,118,160,0,3208.43,3
PER052-000936,2025-06-01,comercial,parcial,84,80,5.7,1884.77,0
PER052-000937,2025-06-02,operaciones,completo,16,160,0,2615.78,0
PER052-000938,2025-06-02,administracion,completo,96,160,3.0,3279.0,0
PER052-000939,2025-06-03,comercial,completo,7,160,4.3,3155.54,0
PER052-000940,2025-06-04,operaciones,completo,120,160,8.1,2600.22,3
PER052-000941,2025-06-04,administracion,completo,29,160,3.9,3013.29,2
PER052-000942,2025-06-05,comercial,parcial,141,80,0,2003.14,0
PER052-000943,2025-06-05,operaciones,completo,59,160,0,2510.3,5
PER052-000944,2025-06-06,administracion,parcial,5,80,0,1469.99,2
PER052-000945,2025-06-06,comercial,completo,77,160,8.1,3935.82,2
PER052-000946,2025-06-07,operaciones,parcial,53,80,0,1355.83,4
PER052-000947,2025-06-07,administracion,parcial,88,80,4.2,1478.57,4
PER052-000948,2025-06-08,comercial,completo,16,160,14.9,3201.34,3
PER052-000949,2025-06-08,operaciones,completo,168,160,0,3189.44,4
PER052-000950,2025-06-09,administracion,completo,175,160,0,3874.27,2
PER052-000951,2025-06-10,comercial,parcial,107,80,2.4,1773.94,5
PER052-000952,2025-06-10,operaciones,completo,118,160,4.5,2949.6,4
PER052-000953,2025-06-11,administracion,completo,130,160,0,3652.23,3
PER052-000954,2025-06-11,comercial,completo,76,160,9.8,3465.51,0
PER052-000955,2025-06-12,operaciones,parcial,135,80,4.1,1382.74,3
PER052-000956,2025-06-12,administracion,parcial,175,80,0,1891.07,3
PER052-000957,2025-06-13,comercial,completo,106,160,3.0,3714.96,3
PER052-000958,2025-06-13,operaciones,completo,9,160,0,2054.98,2
PER052-000959,2025-06-14,administracion,completo,164,160,2.7,3892.45,0
PER052-000960,2025-06-15,comercial,completo,110,160,9.1,3555.5,5
PER052-000961,2025-06-15,operaciones,completo,90,160,0,2569.11,2
PER052-000962,2025-06-16,administracion,completo,106,160,14.6,3539.49,1
PER052-000963,2025-06-16,comercial,completo,155,160,7.9,4232.44,5
PER052-000964,2025-06-17,operaciones,completo,90,160,5.5,2564.72,5
PER052-000965,2025-06-17,administracion,completo,72,160,1.6,3067.24,5
PER052-000966,2025-06-18,comercial,parcial,43,80,0,1602.4,0
PER052-000967,2025-06-18,operaciones,parcial,81,80,0,1458.65,4
PER052-000968,2025-06-19,administracion,completo,96,160,5.7,3387.88,4
PER052-000969,2025-06-20,comercial,completo,93,160,0,3678.83,1
PER052-000970,2025-06-20,operaciones,completo,57,160,12.5,2255.64,3
PER052-000971,2025-06-21, ADMINISTRACION ,completo,66,160,6.4,3269.69,5
PER052-000972,2025-06-21,comercial,completo,73,160,0,3311.52,3
PER052-000973,2025-06-22,operaciones,parcial,157,80,2.2,1448.58,4
PER052-000974,2025-06-22,administracion,completo,104,160,4.7,3324.12,0
PER052-000975,2025-06-23,comercial,completo,133,160,4.8,3916.48,0
PER052-000976,2025-06-23,operaciones,parcial,109,80,8.5,1532.17,1
PER052-000977,2025-06-24,administracion,completo,92,160,3.0,3190.44,0
PER052-000978,2025-06-25,comercial,completo,103,160,7.5,3745.32,2
PER052-000979,2025-06-25,operaciones,completo,69,160,5.1,2945.77,1
PER052-000980,2025-06-26,administracion,parcial,179,80,0,1812.33,0
PER052-000981,2025-06-26,comercial,completo,14,160,5.5,3543.53,1
PER052-000982,2025-06-27,operaciones,completo,40,160,9.1,2311.54,2
PER052-000983,2025-06-27,administracion,completo,21,160,5.9,3008.03,5
PER052-000984,2025-06-28,comercial,completo,75,160,6.5,3774.2,1
PER052-000985,2025-06-28,operaciones,completo,36,160,0,2348.81,1
PER052-000986,2025-06-29,administracion,completo,116,160,7.6,3459.45,1
PER052-000987,2025-06-30,comercial,parcial,39,80,4.7,1789.19,1
PER052-000988,2025-06-30,operaciones,completo,18,160,0,2406.95,3
PER052-000989,2025-07-01,administracion,completo,114,160,3.0,3289.93,2
PER052-000990,2025-07-01,comercial,completo,94,160,6.8,3462.57,3
PER052-000991,2025-07-02,operaciones,completo,121,160,5.1,3013.26,4
PER052-000992,2025-07-02,administracion,parcial,91,80,0,1635.18,0
PER052-000993,2025-07-03,comercial,completo,115,160,9.8,4063.79,5
PER052-000994,2025-07-03,operaciones,completo,17,160,0,2278.21,2
PER052-000995,2025-07-04,administracion,parcial,15,80,9.1,1302.51,2
PER052-000996,2025-07-05,comercial,parcial,7,80,6.8,1496.26,2
PER052-000997,2025-07-05,operaciones,completo,170,160,6.3,,2
PER052-000998,2025-07-06,administracion,parcial,120,80,0,1751.16,5
PER052-000999,2025-07-06,comercial,parcial,153,80,6.5,2079.94,0
PER052-001000,2025-07-07,operaciones,completo,73,160,4.5,2472.37,2
PER052-001001,2025-07-07,administracion,completo,76,160,12.3,2992.75,0
PER052-001002,2025-07-08,comercial,completo,25,160,0,3508.26,3
PER052-001003,2025-07-08,operaciones,completo,56,160,5.8,2794.95,5
PER052-001004,2025-07-09,administracion,completo,63,160,7.7,2851.64,3
PER052-001005,2025-07-10,comercial,parcial,74,80,3.1,1956.69,0
PER052-001006,2025-07-10,operaciones,parcial,43,80,0,1242.2,0
PER052-001007,2025-07-11,administracion,completo,139,160,3.4,3800.58,4
PER052-001008,2025-07-11,comercial,parcial,8,80,0,1583.69,0
PER052-001009,2025-07-12,operaciones,parcial,84,80,6.6,1222.59,4
PER052-001010,2025-07-12,administracion,completo,55,160,3.5,3323.84,1
PER052-001011,2025-07-13,comercial,parcial,178,80,0,2001.66,3
PER052-001012,2025-07-13,operaciones,completo,14,160,0,2623.05,2
PER052-001013,2025-07-14,administracion,completo,54,160,6.2,3257.5,4
PER052-001014,2025-07-14,comercial,completo,122,160,4.6,3634.66,3
PER052-001015,2025-07-15,operaciones,parcial,4,80,0,1167.41,2
PER052-001016,2025-07-16,administracion,parcial,81,80,0,1660.28,0
PER052-001017,2025-07-16,comercial,completo,43,160,0,3443.92,5
PER052-001018,2025-07-17,operaciones,parcial,147,80,4.3,1476.27,5
PER052-001019,2025-07-17,administracion,completo,141,160,21.3,3243.92,2
PER052-001020,2025-07-18,comercial,completo,91,160,5.4,3843.1,2
PER052-001021,2025-07-18,operaciones,completo,126,160,11.3,2981.56,0
PER052-001022,2025-07-19,administracion,completo,21,160,2.1,2639.89,3
PER052-001023,2025-07-19,comercial,completo,96,160,0,3417.76,4
PER052-001024,2025-07-20,operaciones,completo,92,160,2.7,2959.59,1
PER052-001025,2025-07-21,administracion,completo,158,160,0,3713.15,2
PER052-001026,2025-07-21,comercial,completo,44,160,0,3590.69,5
PER052-001027,2025-07-22,operaciones,completo,60,160,3.7,2846.99,1
PER052-001028,2025-07-22,administracion,completo,30,160,0,2615.78,3
PER052-001029,2025-07-23,comercial,completo,122,160,9.9,4099.66,1
PER052-001030,2025-07-23,operaciones,completo,143,160,8.0,2969.84,3
PER052-001031,2025-07-24,administracion,completo,38,160,0,2825.97,4
PER052-001032,2025-07-24,comercial,completo,46,160,12.6,3636.27,4
PER052-001033,2025-07-25,operaciones,completo,45,160,0,2280.84,4
PER052-001034,2025-07-26,administracion,parcial,106,80,0,1634.16,4
PER052-001035,2025-07-26,comercial,parcial,48,80,0,1785.03,4
PER052-001036,2025-07-27,operaciones,completo,104,160,0,2596.66,1
PER052-001037,2025-07-27,administracion,completo,156,160,5.0,3492.39,3
PER052-001038,2025-07-28,comercial,completo,45,160,0,3486.61,5
PER052-001039,2025-07-28,operaciones,parcial,63,80,0,1196.95,0
PER052-001040,2025-07-29,administracion,parcial,167,80,3.7,1909.16,3
PER052-001041,2025-07-29,comercial,parcial,17,80,10.6,1725.66,0
PER052-001042,2025-07-30,operaciones,completo,14,160,6.7,2148.12,2
PER052-001043,2025-07-31,administracion,parcial,12,80,2.1,1553.05,5
PER052-001044,2025-07-31,comercial,completo,140,160,8.7,3844.45,2
PER052-001045,2025-08-01,operaciones,completo,119,160,0,3007.08,4
PER052-001046,2025-08-01,administracion,parcial,134,80,10.6,1589.23,1
PER052-001047,2025-08-02,comercial,completo,149,160,0,3947.34,1
PER052-001048,2025-08-02,operaciones,completo,54,160,0,2817.79,5
PER052-001049,2025-08-03,administracion,parcial,178,80,4.3,1937.42,5
PER052-001050,2025-08-03,comercial,completo,54,160,9.4,3444.87,3
PER052-001051,2025-08-04,operaciones,parcial,131,80,8.9,1612.0,5
PER052-001052,2025-08-05,administracion,completo,129,160,4.1,3649.81,1
PER052-001053,2025-08-05,comercial,parcial,6,80,9.7,1775.55,2
PER052-001054,2025-08-06,operaciones,completo,67,160,0,2796.66,1
PER052-001055,2025-08-06,administracion,completo,17,160,0,2672.35,3
PER052-001056,2025-08-07,comercial,completo,97,160,0,"3562,32",5
PER052-001057,2025-08-07,operaciones,completo,98,160,0,2698.01,0
PER052-001058,2025-08-08,administracion,parcial,175,80,0,1775.5,2
PER052-001059,2025-08-08,comercial,completo,122,160,8.0,3716.54,2
PER052-001060,2025-08-09,operaciones,parcial,47,80,8.7,1378.07,2
PER052-001061,2025-08-10,administracion,completo,115,160,0,3494.83,0
PER052-001062,2025-08-10,comercial,completo,117,160,1.5,3844.15,5
PER052-001063,2025-08-11,operaciones,completo,164,160,0,2989.15,0
PER052-001064,2025-08-11,administracion,completo,91,160,8.7,3247.43,4
PER052-001065,2025-08-12,comercial,parcial,41,80,6.3,1636.65,4
PER052-001066,2025-08-12,operaciones,completo,8,160,0,2329.09,1
PER052-001067,2025-08-13,administracion,completo,47,160,8.3,2777.14,2
PER052-001068,2025-08-13, COMERCIAL ,parcial,137,80,0,1975.9,0
PER052-001069,2025-08-14,operaciones,completo,91,160,9.3,2648.45,3
PER052-001070,2025-08-14,administracion,completo,165,160,23.4,3557.2,1
PER052-001071,2025-08-15,comercial,parcial,105,80,14.0,1853.85,0
PER052-001072,2025-08-16,operaciones,completo,44,160,6.3,2765.55,0
PER052-001073,2025-08-16,administracion,completo,124,160,9.4,3233.69,5
PER052-001074,2025-08-17,comercial,parcial,17,80,10.8,1719.31,4
PER052-001075,2025-08-17,operaciones,parcial,25,80,3.1,1333.84,1
PER052-001076,2025-08-18,administracion,completo,30,160,0,2731.73,3
PER052-001077,2025-08-18,comercial,completo,47,160,7.6,3549.22,1
PER052-001078,2025-08-19,operaciones,parcial,47,80,4.1,1175.18,3
PER052-001079,2025-08-19,administracion,parcial,67,80,0,1707.18,0
PER052-001080,2025-08-20,comercial,completo,86,160,0,,0
PER052-001081,2025-08-21,operaciones,parcial,162,80,4.7,1506.05,5
PER052-001082,2025-08-21,administracion,completo,78,160,13.1,3248.17,3
PER052-001083,2025-08-22,comercial,completo,133,160,7.9,3717.28,2
PER052-001084,2025-08-22,operaciones,completo,13,160,11.6,2092.77,2
PER052-001085,2025-08-23,administracion,parcial,72,80,7.0,1466.14,5
PER052-001086,2025-08-23,comercial,completo,164,160,3.3,4403.47,4
PER052-001087,2025-08-24,operaciones,completo,19,160,1.9,2210.06,4
PER052-001088,2025-08-24,administracion,completo,101,160,6.7,3473.43,1
PER052-001089,2025-08-25,comercial,parcial,177,80,0,1950.13,3
PER052-001090,2025-08-26,operaciones,parcial,178,80,4.3,1636.48,5
PER052-001091,2025-08-26,administracion,completo,107,160,4.0,3302.69,1
PER052-001092,2025-08-27,comercial,completo,162,160,3.6,4417.84,2
PER052-001093,2025-08-27,operaciones,completo,95,160,7.5,2536.56,4
PER052-001094,2025-08-28,administracion,completo,127,160,9.4,3390.64,5
PER052-001095,2025-08-28,comercial,completo,32,160,0,3088.14,4
PER052-001096,2025-08-29,operaciones,completo,76,160,16.6,2401.51,5
PER052-001097,2025-08-29,administracion,completo,46,160,6.9,2727.82,0
PER052-001098,2025-08-30,comercial,completo,53,160,0,3201.6,5
PER052-001099,2025-08-31,operaciones,completo,70,160,8.4,2551.46,2
PER052-001100,2025-08-31,administracion,parcial,33,80,0,1596.83,1
PER052-001101,2025-09-01,comercial,completo,88,160,0,3637.63,5
PER052-001102,2025-09-01,operaciones,parcial,57,80,0,1265.71,0
PER052-001103,2025-09-02,administracion,completo,128,160,3.6,3245.48,0
PER052-001104,2025-09-02,comercial,completo,117,160,0,3604.66,4
PER052-001105,2025-09-03,operaciones,completo,7,160,0,2500.04,3
PER052-001106,2025-09-03,administracion,completo,2,160,0,2416.83,0
PER052-001107,2025-09-04,comercial,completo,171,160,0,4199.04,4
PER052-001108,2025-09-05,operaciones,parcial,79,80,0,1498.45,0
PER052-001109,2025-09-05,administracion,parcial,80,80,5.0,1454.14,2
PER052-001110,2025-09-06,comercial,parcial,130,80,2.0,1883.86,5
PER052-001111,2025-09-06,operaciones,parcial,142,80,3.2,1442.98,2
PER052-001112,2025-09-07,administracion,parcial,66,80,13.1,1415.86,5
PER052-001113,2025-09-07,comercial,parcial,144,80,12.5,2145.49,0
PER052-001114,2025-09-08,operaciones,completo,78,160,9.2,2716.87,4
PER052-001115,2025-09-08,administracion,completo,122,160,27.4,3522.37,4
PER052-001116,2025-09-09,comercial,parcial,4,80,3.7,1555.55,3
PER052-001117,2025-09-10,operaciones,completo,98,160,5.3,2764.11,2
PER052-001118,2025-09-10,administracion,parcial,51,80,0,1595.36,3
PER052-001119,2025-09-11,comercial,completo,124,160,2.9,3585.04,3
PER052-001120,2025-09-11,operaciones,completo,174,160,15.2,3448.9,0
PER052-001121,2025-09-12,administracion,completo,91,160,7.6,3014.4,0
PER052-001122,2025-09-12,comercial,completo,168,160,8.0,4373.68,4
PER052-001123,2025-09-13,operaciones,completo,139,160,11.0,2905.46,1
PER052-001124,2025-09-13,administracion,parcial,1,80,3.9,1285.64,3
PER052-001125,2025-09-14,comercial,parcial,29,80,11.5,1718.14,3
PER052-001126,2025-09-15,operaciones,completo,78,160,5.0,2562.64,2
PER052-001127,2025-09-15,administracion,completo,172,160,0,3393.48,5
PER052-001128,2025-09-16,comercial,completo,169,160,3.8,4236.52,3
PER052-001129,2025-09-16,operaciones,completo,22,160,5.5,2668.17,3
PER052-001130,2025-09-17,administracion,completo,59,160,0,3160.09,4
PER052-001131,2025-09-17,comercial,parcial,130,80,0,1831.88,2
PER052-001132,2025-09-18,operaciones,completo,108,160,10.2,2869.91,3
PER052-001133,2025-09-18,administracion,parcial,12,80,0,1282.98,4
PER052-001134,2025-09-19,comercial,completo,154,160,0,3800.22,2
PER052-001135,2025-09-19,operaciones,completo,176,160,0,3109.1,2
PER052-001136,2025-09-20,administracion,completo,38,160,11.5,3135.49,1
PER052-001137,2025-09-21,comercial,completo,142,160,0,3698.55,5
PER052-001138,2025-09-21,operaciones,parcial,110,80,2.9,1428.78,5
PER052-001139,2025-09-22,administracion,completo,81,160,9.5,3208.74,3
PER052-001140,2025-09-22,comercial,completo,164,160,6.9,3929.64,3
PER052-001141,2025-09-23,operaciones,completo,122,160,0,3131.19,5
PER052-001142,2025-09-23,administracion,parcial,179,80,9.1,1728.29,4
PER052-001143,2025-09-24,comercial,completo,74,160,0,3309.47,5
PER052-001144,2025-09-24,operaciones,parcial,172,80,4.0,1591.01,3
PER052-001145,2025-09-25,administracion,parcial,127,80,11.4,1732.39,3
PER052-001146,2025-09-26,comercial,parcial,27,80,13.5,1733.51,5
PER052-001147,2025-09-26,operaciones,parcial,76,80,3.8,1399.04,3
PER052-001148,2025-09-27,administracion,parcial,8,80,0,1384.19,3
PER052-001149,2025-09-27,comercial,completo,69,160,4.5,3710.85,0
PER052-001150,2025-09-28,operaciones,parcial,36,80,0,1137.31,5
PER052-001151,2025-09-28,administracion,completo,95,160,0,3322.11,0
PER052-001152,2025-09-29,comercial,completo,29,160,1.7,3360.1,3
PER052-001153,2025-09-29,operaciones,completo,124,160,0,3035.88,0
PER052-001154,2025-09-30,administracion,completo,157,160,0,3340.81,4
PER052-001155,2025-10-01,comercial,completo,17,160,0,3606.15,2
PER052-001156,2025-10-01,operaciones,parcial,79,80,11.3,1230.55,3
PER052-001157,2025-10-02,administracion,completo,22,160,8.6,3005.51,1
PER052-001158,2025-10-02,comercial,completo,175,160,5.0,4450.45,0
PER052-001159,2025-10-03,operaciones,parcial,129,80,5.6,1541.33,1
PER052-001160,2025-10-03,administracion,parcial,109,80,7.5,1513.65,4
PER052-001161,2025-10-04,comercial,parcial,47,80,21.6,1702.96,4
